curated_id,project_name,issue,source_excerpt
BDS-CURATED-0139,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,likely_sentence_name,"[] P.ĐT nhận thấy dự án này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết, bao gồm: + Nguồn gốc đất ban đầu gồm đất bồi thường (89,166,3 m2) và UBND xã quản lý: 1.443,8 m2. Chưa xác định được hiện trạng mục đích sử dụng đất đã bồi thường. + Chồng ranh quy hoạch với trường Nguyễn Bỉnh Khiêm (khoảng hơn 1460 m2): Chênh lệch về diện tích đất được giao 2005 (90.610,1 m2), diện tích lập quy hoạch 1/500 năm 2009 (92,075 m2), diện tích giao đất điều chỉnh năm 2010 (90.812 m2). Cần điều chỉnh lại 1/500. + Đến nay tháng 07/2025 có thể đã hết thời hạn thực hiện dự án. Khi hết hạn thực hiện dự án sẽ bị nhà nước thu hồi và không bồi hoàn. + Tính chất dự án: quy hoạch đầu tư xây dựng khu nhà ở công nhân và chuyên gia làm việc tại các KCN Nhơn Trạch - Đối với mục đích đầu tư xây dựng nhà ở cho công nhân và chuyên gia, sẽ bị hạn chế đối tượng khách hàng (Chỉ được bán nhà ở cho công nhân và chuyên gia). + Nhiều lần chủ đầu tư kiến nghị tính nghĩa vụ tài chính nhưng chưa được thống nhất. Đến nay vẫn chờ hướng dẫn của các Bộ/ ngành. II. ĐÁNH GIÁ ĐIỀU KIỆN CHUYỂN NHƯỢNG VÀ GIÁ CHÀO DỰ ÁN: Giá chào bán dự án bao gồm TSDĐ là 980 tỷ (~ khoảng 10.8tr/m2 đất toàn khu 90.812 m2"
BDS-CURATED-0174,này hiện đã thực hiện pháp lý đến giai đoạn cấp sổ đỏ riêng cho từng lô biệt thự Nhưng hiện tại,likely_sentence_name,"[2022-08-10] Binh Vo-GD-PTDT 8/10/2022 4:40 PM Dự án này hiện đã thực hiện pháp lý đến giai đoạn cấp sổ đỏ riêng cho từng lô biệt thự Nhưng hiện tại, họ đang điều chỉnh lại qh 1... by Unknown User"
BDS-CURATED-0252,này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn,likely_sentence_name,[2024-10-07] Mr Mike1 -CEO 10/7/2024 10:38 AM Translate Mà dự án này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn... by Unknown User
BDS-CURATED-0293,này sau phải tăng chi phí này lên by Unknown User,likely_sentence_name,"[2025-03-14] Huy M - IM 3/14/2025 10:10 PM Translate Mình đang trích tổng hết là 10% doanh thu. Các dự án xa, khó bán hoặc muốn đẩy giá lên cao hơn chút thì 12% Mấy dự án này sau phải tăng chi phí này lên by Unknown User"
BDS-CURATED-0129,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án,likely_sentence_name,"[2023-11-27] Trieu Nguyen-PTDT 11/27/2023 3:01 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo Thu gom quỹ đất thuộc phường Bình Chiểu, Thủ Đức, TPHCM: I/ Vị trí: + Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án: Khu đất tiếp giáp đường 4A (đoạn đã mở rộng lộ giới khoảng 23m). Tuy nhiên, các tuyến đường chính kết nối đến khu đất vẫn chưa hoàn thành mở rộng hoặc dự phóng theo Quy hoạch, cụ thể: + Tại phía Đông của khu đất: Chưa đấu nối Đoạn đường 4A ra đường Ngô Chí Quốc + Tại phía Tây của khu đất: Các tuyến đường LKV9 và đường Vĩnh Phú 32 vẫn chưa hoàn thành để đấu nối ra Quốc lộ 13 + Và một số tuyến đường nhỏ khác chưa được thực hiện III/ Quy mô, Quy hoạch và Hiện trạng: 1/ Tổng quy mô ước tính : khoảng 12,3ha (theo ranh Phòng PTQĐ cung cấp) 2/ Quy hoạch 1/2000: Quy hoạch chủ yếu là đất ở, bao gồm các ô quy hoạch: + Trọn các ô quy hoạch từ số 13 -> 18 : có quy mô 7,68ha, HSSD 7 lần, MĐXD 50%, 30 tầng cao tối đa, 8320 dân số + Một phần đất thuộc ô quy hoạch số 7 và 10 : có quy mô 0,67 ha, HSSD 5 lần , MĐXD 60%, 15 tầng cao, 134 dân số "
BDS-CURATED-0258,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,likely_sentence_name,"[2024-12-16] Huy M - IM 12/16/2024 8:56 PM Translate Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú Yên, Bình Định đều phải đấu thầu Begin quote, Huy Mai-PTDT , 12/16/2024 8:56... by Unknown User --- [2024-12-16] Huy M - IM 12/16/2024 8:56 PM Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú… Nghiên cứu xem đấu như thế nào anh. Đấu xong rồi giải phóng mb như thế nào Kêu mng nghiên cứu đi by Unknown User"
BDS-CURATED-0095,thuộc trường hợp giao đất không thông qua đấu giá quyền sử dụng đất - Hồ sơ pháp lý,likely_sentence_name,"[2023-08-07] Sinh Nguyen-Dau Tu 8/7/2023 4:30 PM Edited K.ĐT báo cáo anh Tuan Tran-CEO dự án 2.3ha KDC Thuận Hưng Bình Điền (với giá chào 200 tỷ), mặt tiền đường Nguyễn Văn Linh, xã An Phú Tây, huyện Bình Chánh, TP.HCM như sau: 1/ Vị trí Cách Chợ Đầu Mối Bình Điền khoảng 400m Cách ranh Quận 8 và huyện Bình Chánh khoảng 150m Cách UBND huyện Bình Chánh khoảng 3,2km Cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km 2/ Hiện trạng: Toàn bộ khu đất đã có hoàn tất bồi thường giải phóng mặt bằng và bàn giao đất cho Cty Thuận Hưng. 3/ Pháp lý đất: Tổng diện tích 22.335m² - Nguồn gốc đất: do BQL Khu Nam GPMB bằng vốn ngân sách và giao lại cho Công ty Thuận Hưng (là một trong hai khu đất hoán đổi Khu đất của Công ty Thuận Hưng đã bị thu hồi làm Chợ Bình Điền) - Dự án thuộc trường hợp giao đất không thông qua đấu giá quyền sử dụng đất - Hồ sơ pháp lý: hiện Khu đất được Công ty Thuận Hưng quản lý – sử dụng thông qua Biên bản tạm giao ngày 19/10/2012 giữa Ban Bồi thường Huyện Bình Chánh – Ban Quản lý Khu Nam – Công ty Nam Sài Gòn – Công ty Thuận Hưng. - Chưa thực hiện được thủ tục “Quyết định giao đất” để có cơ sở triển khai các thủ tục tiếp theo - Về việc bố trí ""nhà ở xã hội"": Do dự án đ"
BDS-CURATED-0022,tại 353 Nơ Trang Long,likely_sentence_name,"[2025-10-07] Hanh T - INVT 10/7/2025 5:32 PM Edited Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT xin báo cáo hiệu quả đầu tư dự án tại 353 Nơ Trang Long, Bình Thạnh, TPHCM như sau: * Ranh đất, vị trí và thông tin Quy hoạch: https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing + Diện tích đất: 3.399 m2, diện tích phù hợp QH (Sau khi trừ lộ giới) 3.195 m2; + Chỉ tiêu QH theo 1/2000 được duyệt (QĐ 5674/QĐ-UBND 2017): Hệ số 6 lần, dân số 606, tầng cao 18, MĐXD 70%. + Phòng ĐT tính FS theo 02 phương án từ phòng QH: Phương án 1: Phù hợp (dưới <=) chỉ tiêu cho phép theo 1/2000 Phương án 2: Cao hơn (>=) chỉ tiêu cho phép 1/2000, cơ sở tham khảo từ dự án gần đó là Ascent Plaza. A - Hiệu quả dự án theo phương án 1: Chỉ tiêu QH: Tầng cao 18 tầng, 1 tầng hầm, hệ số 6 lần, dân số 465, dt sàn xây dựng 25.289 m2, diện tích sàn kinh doanh 13.633 m2. Tổng doanh thu căn hộ chưa VAT là: 1.018,6 tỷ đồng (Đơn giá căn hộ tại thời điểm mở bán QIV/2026 là 68 Triệu/m2 (chưa VAT); Giá shophouse ~1,3 lần giá căn hộ : 88 Triệu/m2) Tổng mức đầu tư chưa bao gồm VAT, bao gồm lãi vay là: 896 tỷ đồng (Đơn giá All in bao gồm VAT là 18 triệu/m2; Chi phí mua đất 220 tỷ đồng; Tiền sử dụng "
BDS-CURATED-0272,ở khu Long Phước,likely_sentence_name,"[2023-06-10] Tuan Tran-CEO 6/10/2023 11:43 AM Kiếm các dự án ở khu Long Phước, Quận 9 1 Like reaction. Link https://goo.gl/maps/CJMhzfJXxVkLkHgVA by Unknown User --- [2023-06-10] Tuan Tran-CEO 6/10/2023 11:43 AM Kiếm các dự án ở khu Long Phước, Quận 9 1 Like reaction. Link https://goo.gl/maps/CJMhzfJXxVkLkHgVA by Unknown User Tuan Tran-CE"
BDS-CURATED-0024,ở khu vực gần đó đã được duyệt giá đất (như Emerald 2,likely_sentence_name,"[] P.ĐT giả định giá chào bán bao gồm chỉ tiêu dân số 3.952 dân với các chỉ tiêu tính toán từ phòng QH như sau: Dân ~ 3.952 dân, tầng cao 31 tầng (có 2 tầng nổi để xe), 1 tầng hầm; Hệ số sử dụng đất 7,5 lần. Quy mô xây dựng và sản phẩm: + Xây dựng: 1 tầng hầm, (để xe trên 2 tầng nổi và không bố trí diện tích TMDV), 31 tầng nổi, 1.921 căn hộ (diện tích bình quân 67 m2/căn) mà không bố trí Shop tầng trệt. + Kinh doanh: 1.921 căn hộ ở ~ diện tích sàn tim tường 128.324 m2 (đói tác không đề xuất Shop TM). Hiệu quả dự án: - Tổng chi phí chưa VAT: 6.424 tỷ, trong đó gồm: + CP mua đất : 1.000 tỷ đồng + CP tiền sử dụng đất: 630 tỷ đồng (giả định được khấu trừ tiền đất theo Sổ ~40%, chỉ đóng 60% tiền sử dụng đất tính theo PP thặng dư 1.050 tỷ đồng) + CP đầu tư xây dựng: 3.294 tỷ đồng (~ đơn giá xây dựng full 15.5 triệu đồng/m2 cho 212.400 m2 sàn xây dựng 31 tầng nổi, 1 hầm) + CP lãi vay: 457 tỷ đồng (lãi suất 10%/năm, vay CP đầu tư xây dựng) + CP bán hàng: 1.044 tỷ đồng (~17% doanh thu) - Tổng doanh thu chưa VAT: 6.199 tỷ (giá bán khởi điểm tính ở thời điểm hiện tại~45 triệu đồng/m2, giá bình quân các đợt bán 47 triệu đồng/m2 tim tường, chưa VAT, tỷ lệ tăng giá 5%/năm, thời điểm dự kiến mở b"
BDS-CURATED-0284,bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha,likely_sentence_name,[2023-04-24] Ngoc V - ASST. 4/24/2023 9:58 AM Edited Hi mn! Share giúp e tệp file các supporting document của tất cả các dự án bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha. Em check... by Huy M - IM
BDS-CURATED-0346,cao tầng với tổng diện tích đất dự án là 10,likely_sentence_name,"[2024-09-25 | BDS-MASTER-0032] [2024-09-25] Thao L - INVT 9/25/2024 4:30 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Chung cư Landmark, Dương Đông, Phú Quốc - Nguồn: Mr. Tâm , như sau: 1. Thông tin, vị trí và hiện trạng: - Dự án cao tầng với tổng diện tích đất dự án là 10,490m2 - Giá chuyển nhượng: 65tr/m2 cho phần diện tích chuyển mục đích sử dụng đất - 10,490m2 và đảm bảo phải phù hợp Quy hoạch 1/2000 và 1/500 tương đương 681.86 tỷ. - Hiện trạng đất trống và chờ làm hạ tầng, không có đường/hẻm (được công nhận) tiếp giáp các thửa đất hiện hữu. - Cách mặt biển gần nhất 1km và không sử dụng được vì là cầu cảng. 2. Hạn chế của Thị trường cao tầng Phú Quốc và Dự án Landmark Thị trường cao tầng Phú Quốc: Hiện trang: - Chưa có dấu hiệu phục hồi và ổn định, tất cả dự án condotel mới đều ngừng triển khai, riêng dự án căn hộ lâu dài thì không có khả năng sinh lời, NĐT cắt lỗ hoặc bán ngang giá sau khi nhận bàn giao. - Thị trường căn hộ truyền thống khá rủi ro, do chưa có dự án nào tương tự được triển khai, nhu cầu thật sự chưa rõ ràng do mật độ dân số ở Phú Quốc thấp, chỉ 285 người/km2 và thị trường nhà đất đã phục vụ đủ mật dộ dân số này. Thị trường căn hộ Phú Quốc sau năm 2020 "
BDS-CURATED-0286,chợ lớn có khi phải điều chỉnh ranh Begin quote,likely_sentence_name,"[2024-11-25] Mr Mike1 -CEO 11/25/2024 4:30 PM Translate Làm nổi thì chắc dự án chợ lớn có khi phải điều chỉnh ranh Begin quote, Mr Mike1 -CEO, 11/25/2024 4:29... by Huy M - IM"
