master_id,project_name,query,priority,latest_report_date,sample_excerpt,google_maps_search_url
BDS-MASTER-0276,(pháp lý,"...) để chuẩn bị cho báo cáo do team đang tập trung làm phân tích nhanh ... by Unknown User, (pháp lý, đà nẵng",9,2022-08-22,"[2022-08-22] Binh Vo-GD-PTDT 8/22/2022 2:48 PM còn cái Chiến lược cho khác sạn đà nẵng, thì Team đang lên checklist phân bổ công việc & đang thu thập thông tin về dự án (pháp lý, lộ trình pháp lý, vị trí...) để chuẩn bị cho báo cáo do team đang tập trung làm phân tích nhanh ... by Unknown User",https://www.google.com/maps/search/...%29+%C4%91%E1%BB%83+chu%E1%BA%A9n+b%E1%BB%8B+cho+b%C3%A1o+c%C3%A1o+do+team+%C4%91ang+t%E1%BA%ADp+trung+l%C3%A0m+ph%C3%A2n+t%C3%ADch+nhanh+...+by+Unknown+User%2C+%28ph%C3%A1p+l%C3%BD%2C+%C4%91%C3%A0+n%E1%BA%B5ng
BDS-MASTER-0102,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),"và ranh: Bản đồ 3 tài sản tại TPHCM - Google My Maps Tổng quan về chỉ tiêu QH và phương án kinh doanh đề xuất: Giả định tính toán: + Nghĩa vụ tài chính về đất (như tiền thuê đất, tiền đất bổ sung) phòng tạm chưa đưa vào, 728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT), Quận 2, TPHCM",9,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về phương án khai thác kinh doanh 03 tài sản tại TPHCM gồm 391A Nam Kỳ Khởi Nghĩa, 728 Cách Mạng Tháng Tám, Đường 12 An Phú, Quận 2 như sau: A TỔNG QUAN 03 KHU ĐẤT: Vị trí và ranh: Bản đồ 3 tài sản tại TPHCM - Google My Maps Tổng quan về chỉ tiêu QH và phương án kinh doanh đề xuất: Giả định tính toán: + Nghĩa vụ tài chính về đất (như tiền thuê đất, tiền đất bổ sung) phòng tạm chưa đưa vào do thông tin về hồ sơ pháp lý về đất đang còn hạn chế (anh Thới chỉ cung c",https://www.google.com/maps/search/v%C3%A0+ranh%3A+B%E1%BA%A3n+%C4%91%E1%BB%93+3+t%C3%A0i+s%E1%BA%A3n+t%E1%BA%A1i+TPHCM+-+Google+My+Maps+T%E1%BB%95ng+quan+v%E1%BB%81+ch%E1%BB%89+ti%C3%AAu+QH+v%C3%A0+ph%C6%B0%C6%A1ng+%C3%A1n+kinh+doanh+%C4%91%E1%BB%81+xu%E1%BA%A5t%3A+Gi%E1%BA%A3+%C4%91%E1%BB%8Bnh+t%C3%ADnh+to%C3%A1n%3A+%2B+Ngh%C4%A9a+v%E1%BB%A5+t%C3%A0i+ch%C3%ADnh+v%E1%BB%81+%C4%91%E1%BA%A5t+%28nh%C6%B0+ti%E1%BB%81n+thu%C3%AA+%C4%91%E1%BA%A5t%2C+ti%E1%BB%81n+%C4%91%E1%BA%A5t+b%E1%BB%95+sung%29+ph%C3%B2ng+t%E1%BA%A1m+ch%C6%B0a+%C4%91%C6%B0a+v%C3%A0o%2C+728+C%C3%A1ch+M%E1%BA%A1ng+Th%C3%A1ng+8+T%E1%BB%95ng+m%E1%BB%A9c+%C4%91%E1%BA%A7u+t%C6%B0+%28Ch%C6%B0a+VAT%29%2C+Qu%E1%BA%ADn+2%2C+TPHCM
BDS-MASTER-0061,Cát Lái Sky Habitat H2-02,"KDC Cát Lái, Tp.Hồ Chí Minh Diện tích: 7,988.9 m2 Chủ Đầu tư: Công ty CP Phú Gia Thông số quy hoạch Lô H2-02 như sau: - Tầng cao: 25 - Hệ số: 5 - MĐXD: 40% - Dân số: 988 II. PA quy hoạch Căn cứ hồ sơ TKCS phát hành 05/20, Cát Lái Sky Habitat H2-02, Hồ Chí Minh",9,,"[] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: 📷 Lô H2-02 thuộc KDC Cát Lái có CĐT là Công ty Invesco. Năm 2014, Invesco đã chuyển nhượng lại 2 lô… Check kỹ lại xem, kêu bên Phòng Kinh Doanh đánh giá xem giá bán ổn không, số lượng ít vậy thì hạn chế bán hàng như thế nào Ok Sếp. Sáng PĐT cũng khảo sát hiện trạng k... by Huy M - IM --- [] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: Lô H2-02 th",https://www.google.com/maps/search/KDC+C%C3%A1t+L%C3%A1i%2C+Tp.H%E1%BB%93+Ch%C3%AD+Minh+Di%E1%BB%87n+t%C3%ADch%3A+7%2C988.9+m2+Ch%E1%BB%A7+%C4%90%E1%BA%A7u+t%C6%B0%3A+C%C3%B4ng+ty+CP+Ph%C3%BA+Gia+Th%C3%B4ng+s%E1%BB%91+quy+ho%E1%BA%A1ch+L%C3%B4+H2-02+nh%C6%B0+sau%3A+-+T%E1%BA%A7ng+cao%3A+25+-+H%E1%BB%87+s%E1%BB%91%3A+5+-+M%C4%90XD%3A+40%25+-+D%C3%A2n+s%E1%BB%91%3A+988+II.+PA+quy+ho%E1%BA%A1ch+C%C4%83n+c%E1%BB%A9+h%E1%BB%93+s%C6%A1+TKCS+ph%C3%A1t+h%C3%A0nh+05%2F20%2C+C%C3%A1t+L%C3%A1i+Sky+Habitat+H2-02%2C+H%E1%BB%93+Ch%C3%AD+Minh
BDS-MASTER-0187,KĐT An Phú – PG (nguồn từ Ý-Pháp Chế) 1,"P.An Phú, Thuận An, Bình Dương (cách Phú Gia Khiêm 1km, cách Fenica 2.5 km) Quy mô: - 3 tháp cao tầng (30 tầng): 1874 căn hộ ở, 504 officetel, 17 shophouse - 55 căn nhà phố thấp tầng - Dân số 3.899. 2. Pháp lý: Đã có quy, KĐT An Phú – PG (nguồn từ Ý-Pháp Chế) 1, Bình Dương",9,,"[] P.ĐT Báo cáo Mr Mike1 -CEO đánh giá sơ bộ dự án KĐT An Phú – PG (nguồn từ Ý-Pháp Chế) 1. Thông tin dự án: Diện tích: 3ha Vị trí: P.An Phú, Thuận An, Bình Dương (cách Phú Gia Khiêm 1km, cách Fenica 2.5 km) Quy mô: - 3 tháp cao tầng (30 tầng): 1874 căn hộ ở, 504 officetel, 17 shophouse - 55 căn nhà phố thấp tầng - Dân số 3.899. 2. Pháp lý: Đã có quyết định chủ trương đầu tư (phê duyệt tháng 06/2025), P.ĐT đang phối hợp để lấy thêm thông tin pháp lý khác. 3. Giá chào: 730 tỷ (cam kết pháp lý đến",https://www.google.com/maps/search/P.An+Ph%C3%BA%2C+Thu%E1%BA%ADn+An%2C+B%C3%ACnh+D%C6%B0%C6%A1ng+%28c%C3%A1ch+Ph%C3%BA+Gia+Khi%C3%AAm+1km%2C+c%C3%A1ch+Fenica+2.5+km%29+Quy+m%C3%B4%3A+-+3+th%C3%A1p+cao+t%E1%BA%A7ng+%2830+t%E1%BA%A7ng%29%3A+1874+c%C4%83n+h%E1%BB%99+%E1%BB%9F%2C+504+officetel%2C+17+shophouse+-+55+c%C4%83n+nh%C3%A0+ph%E1%BB%91+th%E1%BA%A5p+t%E1%BA%A7ng+-+D%C3%A2n+s%E1%BB%91+3.899.+2.+Ph%C3%A1p+l%C3%BD%3A+%C4%90%C3%A3+c%C3%B3+quy%2C+K%C4%90T+An+Ph%C3%BA+%E2%80%93+PG+%28ngu%E1%BB%93n+t%E1%BB%AB+%C3%9D-Ph%C3%A1p+Ch%E1%BA%BF%29+1%2C+B%C3%ACnh+D%C6%B0%C6%A1ng
BDS-MASTER-0072,Long Thuận Long Phước Quận 9 10ha,"dự án, thị trường chưa phổ biến loại hình này. P.ĐT tạm để trống phần diện tích đất DVCC cấp đô thị và không thực hiện tính toán phần đất này trong FS. Hiệu quả dự án như sau: Doanh thu chưa VAT: 5.899 tỷ đồng (Đơn giá b, Long Thuận Long Phước Quận 9 10ha, Quận 9, TP.HCM",9,,"[] P.ĐT xin báo cáo Sếp Admin 01 về sơ bộ dự án 10ha Đường Long Thuận, Long Phước, Quận 9, TP.HCM PHƯƠNG ÁN 1: Dân số 1500 người Phương án 1a P.ĐT thực hiện tính theo phương án bố trí của phòng QH, tuy… Mai trình bày em cái này Nhầm, t2 chứ by Admin 01 --- [] P.ĐT xin báo cáo Sếp Admin 01 về sơ bộ dự án 10ha Đường Long Thuận, Long Phước, Quận 9, TP.HCM PHƯƠNG ÁN 1: Dân số 1500 người Phương án 1a --- [] P.ĐT báo cáo Sếp Mr Mike1 -CEO V/v cập nhật lại dự án 10ha Đường Long Thuận, Long Phước, Quận ",https://www.google.com/maps/search/d%E1%BB%B1+%C3%A1n%2C+th%E1%BB%8B+tr%C6%B0%E1%BB%9Dng+ch%C6%B0a+ph%E1%BB%95+bi%E1%BA%BFn+lo%E1%BA%A1i+h%C3%ACnh+n%C3%A0y.+P.%C4%90T+t%E1%BA%A1m+%C4%91%E1%BB%83+tr%E1%BB%91ng+ph%E1%BA%A7n+di%E1%BB%87n+t%C3%ADch+%C4%91%E1%BA%A5t+DVCC+c%E1%BA%A5p+%C4%91%C3%B4+th%E1%BB%8B+v%C3%A0+kh%C3%B4ng+th%E1%BB%B1c+hi%E1%BB%87n+t%C3%ADnh+to%C3%A1n+ph%E1%BA%A7n+%C4%91%E1%BA%A5t+n%C3%A0y+trong+FS.+Hi%E1%BB%87u+qu%E1%BA%A3+d%E1%BB%B1+%C3%A1n+nh%C6%B0+sau%3A+Doanh+thu+ch%C6%B0a+VAT%3A+5.899+t%E1%BB%B7+%C4%91%E1%BB%93ng+%28%C4%90%C6%A1n+gi%C3%A1+b%2C+Long+Thu%E1%BA%ADn+Long+Ph%C6%B0%E1%BB%9Bc+Qu%E1%BA%ADn+9+10ha%2C+Qu%E1%BA%ADn+9%2C+TP.HCM
BDS-MASTER-0062,Lô đất Phú Thọ Hòa Tân Phú,"và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng, Lô đất Phú Thọ Hòa Tân Phú, TPHCM",9,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 7.276 m2 tại đường Bưng Ông Thoàn, P. Phú Hữu, TPHCM (nguồn từ Mr Nhật - Phòng PTQĐ) như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng Ông Thoàn. LƯU Ý: Trong GCN (năm 2018) chủ nợ tiền sử dụng đất ~16,5 tỷ đồng. Pháp lý đầ",https://www.google.com/maps/search/v%C3%A0+ranh+d%E1%BB%B1+%C3%A1n%3A+B%E1%BA%A3n+%C4%91%E1%BB%93+kh%C3%B4ng+c%C3%B3+ti%C3%AAu+%C4%91%E1%BB%81+-+Google+My+Maps+b.+S%C6%A1+b%E1%BB%99+hi%E1%BB%87n+tr%E1%BA%A1ng+ph%C3%A1p+l%C3%BD%3A+T%E1%BB%95ng+di%E1%BB%87n+t%C3%ADch+khu+%C4%91%E1%BA%A5t+theo+S%E1%BB%95+c%E1%BA%A5p+2018+l%C3%A0+7.276%2C8+m2%2C+trong+%C4%91%C3%B3+c%C3%B3+6.824%2C3+m2+%C4%91%E1%BA%A5t+%E1%BB%9F+l%C3%A2u+d%C3%A0i%2C+452%2C5+m2+%C4%91%E1%BA%A5t+CLN+thu%E1%BB%99c+L%E1%BB%99+gi%E1%BB%9Bi+%C4%91%C6%B0%E1%BB%9Dng+B%C6%B0ng%2C+L%C3%B4+%C4%91%E1%BA%A5t+Ph%C3%BA+Th%E1%BB%8D+H%C3%B2a+T%C3%A2n+Ph%C3%BA%2C+TPHCM
BDS-MASTER-0351,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc,"+ Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc, Phú Quang khoảng 350m + Có 2 mặt tiếp xúc, Thủ Đức, TPHCM",9,2023-11-27,"[2023-11-27] Trieu Nguyen-PTDT 11/27/2023 3:01 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo Thu gom quỹ đất thuộc phường Bình Chiểu, Thủ Đức, TPHCM: I/ Vị trí: + Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc",https://www.google.com/maps/search/%2B+Khu+%C4%91%E1%BA%A5t+c%C3%B3+m%E1%BA%B7t+ti%E1%BB%81n+r%E1%BB%99ng+kho%E1%BA%A3ng+200m%2C+ti%E1%BA%BFp+gi%C3%A1p+%C4%91%C6%B0%E1%BB%9Dng+4A+%C4%91i+ra+h%C6%B0%E1%BB%9Bng+%C4%91%C6%B0%E1%BB%9Dng+Ng%C3%B4+Ch%C3%AD+Qu%E1%BB%91c+v%C3%A0+Qu%E1%BB%91c+l%E1%BB%99+13+%2B+C%C3%A1ch+D%E1%BB%B1+%C3%A1n+Ph%C3%BA+Quang+kho%E1%BA%A3ng+350m+%2B+C%C3%B3+2+m%E1%BA%B7t+ti%E1%BA%BFp+x%C3%BAc%2C+Ph%C3%BA+Quang+kho%E1%BA%A3ng+350m+%2B+C%C3%B3+2+m%E1%BA%B7t+ti%E1%BA%BFp+x%C3%BAc%2C+Th%E1%BB%A7+%C4%90%E1%BB%A9c%2C+TPHCM
BDS-MASTER-0251,"SADACO - Phú Mỹ""","dự án SADACO: Tọa lạc mặt tiền đường Tô Nguyệt Đình, phường Mỹ Xuân, TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu Dự án giáp ranh tỉnh Bà Rịa Vũng Tàu và tỉnh Đồng Nai Cách UBND TP. Phú Mỹ khoảng 12km Cách sân bay Quốc tế Long Thà, SADACO - Phú Mỹ"", Long Thành, Bà Rịa - Vũng Tàu và đánh giá dự án SADACO - Phú Mỹ"" như sau: 1/ Vị trí dự án SADACO: Tọa lạc mặt tiền đường Tô Nguyệt Đình",9,2025-03-27,"[2025-03-27] Sinh Nguyen-Dau Tu 3/27/2025 8:41 AM Translate KĐT gửi anh Mr Mike1 -CEO về ""Nhận định tiềm năng phát triển của TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu và đánh giá dự án SADACO - Phú Mỹ"" như sau: 1/ Vị trí dự án SADACO: Tọa lạc mặt tiền đường Tô Nguyệt Đình, phường Mỹ Xuân, TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu Dự án giáp ranh tỉnh Bà Rịa Vũng Tàu và tỉnh Đồng Nai Cách UBND TP. Phú Mỹ khoảng 12km Cách sân bay Quốc tế Long Thành khoảng 20km Cách cảng Cái Mép - Thị Vải khoảng 15km 2/ Nhận địn",https://www.google.com/maps/search/d%E1%BB%B1+%C3%A1n+SADACO%3A+T%E1%BB%8Da+l%E1%BA%A1c+m%E1%BA%B7t+ti%E1%BB%81n+%C4%91%C6%B0%E1%BB%9Dng+T%C3%B4+Nguy%E1%BB%87t+%C4%90%C3%ACnh%2C+ph%C6%B0%E1%BB%9Dng+M%E1%BB%B9+Xu%C3%A2n%2C+TP.+Ph%C3%BA+M%E1%BB%B9%2C+t%E1%BB%89nh+B%C3%A0+R%E1%BB%8Ba+-+V%C5%A9ng+T%C3%A0u+D%E1%BB%B1+%C3%A1n+gi%C3%A1p+ranh+t%E1%BB%89nh+B%C3%A0+R%E1%BB%8Ba+V%C5%A9ng+T%C3%A0u+v%C3%A0+t%E1%BB%89nh+%C4%90%E1%BB%93ng+Nai+C%C3%A1ch+UBND+TP.+Ph%C3%BA+M%E1%BB%B9+kho%E1%BA%A3ng+12km+C%C3%A1ch+s%C3%A2n+bay+Qu%E1%BB%91c+t%E1%BA%BF+Long+Th%C3%A0%2C+SADACO+-+Ph%C3%BA+M%E1%BB%B9%22%2C+Long+Th%C3%A0nh%2C+B%C3%A0+R%E1%BB%8Ba+-+V%C5%A9ng+T%C3%A0u+v%C3%A0+%C4%91%C3%A1nh+gi%C3%A1+d%E1%BB%B1+%C3%A1n+SADACO+-+Ph%C3%BA+M%E1%BB%B9%22+nh%C6%B0+sau%3A+1%2F+V%E1%BB%8B+tr%C3%AD+d%E1%BB%B1+%C3%A1n+SADACO%3A+T%E1%BB%8Da+l%E1%BA%A1c+m%E1%BA%B7t+ti%E1%BB%81n+%C4%91%C6%B0%E1%BB%9Dng+T%C3%B4+Nguy%E1%BB%87t+%C4%90%C3%ACnh
BDS-MASTER-0300,cao tầng với,"và hiện trạng: - Dự án cao tầng với, cao tầng với, Bình Dương",9,2024-12-11,"[2024-12-11] Thao L - INVT 12/11/2024 5:31 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Chung cư Phượng Hoàng, Dĩ An, Bình Dương (Nguồn: Mr. Khôi) như sau: 1. Thông tin, vị trí và hiện trạng: - Dự án cao tầng với",https://www.google.com/maps/search/v%C3%A0+hi%E1%BB%87n+tr%E1%BA%A1ng%3A+-+D%E1%BB%B1+%C3%A1n+cao+t%E1%BA%A7ng+v%E1%BB%9Bi%2C+cao+t%E1%BA%A7ng+v%E1%BB%9Bi%2C+B%C3%ACnh+D%C6%B0%C6%A1ng
BDS-MASTER-0113,chung cư Hải Sơn có diện tích đất 8,"và ranh đất: https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing => Đánh giá sơ bộ hiện trạng: Đường kết nối vào khu đất từ đường Huỳnh Văn Nghệ có bề ngang nhỏ, chỉ khoảng 8.8 m, cần đánh, chung cư Hải Sơn có diện tích đất 8, Biên Hòa, Đồng Nai",9,,"[] P.ĐT xin báo cáo sếp Admin 01 về sơ bộ dự án chung cư Hải Sơn có diện tích đất 8.321 m2 (nguồn từ anh Sơn Trợ lý) tại đường Huỳnh Văn Nghệ, P. Biên Hòa, Thành phố Đồng Nai như sau: I. Vị trí và ranh đất: https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing => Đánh giá sơ bộ hiện trạng: Đường kết nối vào khu đất từ đường Huỳnh Văn Nghệ có bề ngang nhỏ, chỉ khoảng 8.8 m, cần đánh giá có đủ điều kiện kết nối giao thông cho dự án chung cư cao tầng hay không. Chiều s",https://www.google.com/maps/search/v%C3%A0+ranh+%C4%91%E1%BA%A5t%3A+https%3A%2F%2Fwww.google.com%2Fmaps%2Fd%2Fedit%3Fmid%3D1pYF3M65dQngj9P_VP8SbXUKy92nYnFo%26usp%3Dsharing+%3D%3E+%C4%90%C3%A1nh+gi%C3%A1+s%C6%A1+b%E1%BB%99+hi%E1%BB%87n+tr%E1%BA%A1ng%3A+%C4%90%C6%B0%E1%BB%9Dng+k%E1%BA%BFt+n%E1%BB%91i+v%C3%A0o+khu+%C4%91%E1%BA%A5t+t%E1%BB%AB+%C4%91%C6%B0%E1%BB%9Dng+Hu%E1%BB%B3nh+V%C4%83n+Ngh%E1%BB%87+c%C3%B3+b%E1%BB%81+ngang+nh%E1%BB%8F%2C+ch%E1%BB%89+kho%E1%BA%A3ng+8.8+m%2C+c%E1%BA%A7n+%C4%91%C3%A1nh%2C+chung+c%C6%B0+H%E1%BA%A3i+S%C6%A1n+c%C3%B3+di%E1%BB%87n+t%C3%ADch+%C4%91%E1%BA%A5t+8%2C+Bi%C3%AAn+H%C3%B2a%2C+%C4%90%E1%BB%93ng+Nai
BDS-MASTER-0091,căn hộ cao cấp tại vị trí nghiên cứu là khả thi với mức giá đấu max 370 tr,"Theo đề án trung tâm tài chính quốc tế Đà Nẵng và báo cáo SXD Đà Nẵng, lô A12 và A14 được quy hoạch chức năng căn hộ cao cấp. Do đó, P.ĐT đề xuất nghiên cứu 2 lô đất này vì có tiềm năng mang lại lợi nhuận và dòng thu sớm, căn hộ cao cấp tại vị trí nghiên cứu là khả thi với mức giá đấu max 370 tr, Đà Nẵng",9,,"[] Phòng Đầu tư báo cáo CEO Mr Mike1 -CEO 2 khu đất thuộc trung tâm tài chính quốc tế Đà Nẵng đang kêu gọi nhà đầu tư như sau: 1. Vị trí: Theo đề án trung tâm tài chính quốc tế Đà Nẵng và báo cáo SXD Đà Nẵng, lô A12 và A14 được quy hoạch chức năng căn hộ cao cấp. Do đó, P.ĐT đề xuất nghiên cứu 2 lô đất này vì có tiềm năng mang lại lợi nhuận và dòng thu sớm nhất. 2. Thông tin 2 lô đất: - Lô A12: 7.633 m2, MĐXD 40-90%, 38 tầng - Lô A14: 10.327 m2, MĐXD 40 – 90%, 38 tầng. Dựa vào thông tin nghiên c",https://www.google.com/maps/search/Theo+%C4%91%E1%BB%81+%C3%A1n+trung+t%C3%A2m+t%C3%A0i+ch%C3%ADnh+qu%E1%BB%91c+t%E1%BA%BF+%C4%90%C3%A0+N%E1%BA%B5ng+v%C3%A0+b%C3%A1o+c%C3%A1o+SXD+%C4%90%C3%A0+N%E1%BA%B5ng%2C+l%C3%B4+A12+v%C3%A0+A14+%C4%91%C6%B0%E1%BB%A3c+quy+ho%E1%BA%A1ch+ch%E1%BB%A9c+n%C4%83ng+c%C4%83n+h%E1%BB%99+cao+c%E1%BA%A5p.+Do+%C4%91%C3%B3%2C+P.%C4%90T+%C4%91%E1%BB%81+xu%E1%BA%A5t+nghi%C3%AAn+c%E1%BB%A9u+2+l%C3%B4+%C4%91%E1%BA%A5t+n%C3%A0y+v%C3%AC+c%C3%B3+ti%E1%BB%81m+n%C4%83ng+mang+l%E1%BA%A1i+l%E1%BB%A3i+nhu%E1%BA%ADn+v%C3%A0+d%C3%B2ng+thu+s%E1%BB%9Bm%2C+c%C4%83n+h%E1%BB%99+cao+c%E1%BA%A5p+t%E1%BA%A1i+v%E1%BB%8B+tr%C3%AD+nghi%C3%AAn+c%E1%BB%A9u+l%C3%A0+kh%E1%BA%A3+thi+v%E1%BB%9Bi+m%E1%BB%A9c+gi%C3%A1+%C4%91%E1%BA%A5u+max+370+tr%2C+%C4%90%C3%A0+N%E1%BA%B5ng
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,"https://goo.gl/maps/QUDziRBdFv7URi8QA Link hồ sơ:Toàn Thịnh Phát - OneDrive (sharepoint.com) BC dự án Toàn Thịnh Phát.pdf Thị trường Phú Quốc.pdf Em gửi thêm bảng so sánh các dự án đang chà... by Thao L - INVT, has an at, cơ bản đạt hiệu quả tài chính, Phú Quốc",9,2022-09-06,"[2022-09-06] Thao L - INVT 9/6/2022 4:52 PM Hiệu quả tài chính: IRR = 14,72% và NPV = 698,475. Độ nhạy dự án: Kết luận: Dự án cơ bản đạt hiệu quả tài chính, K.ĐT đề xuất xúc tiến và đàm phán giá nhận chuyển nhượng để dự án đạt hiệu quả tốt hơn. Ghi chú: - Hiện tại yếu tố pháp lý liên quan đến việc “bán” sản phẩm nghỉ dưỡng vẫn chưa được pháp luật quy định rõ ràng (không đúng với mục tiêu của chủ trương đầu tư là chủ đầu tư phải vận hành). - Về quy hoạch: Ngày 23/06/2022, Thủ tướng Chính phủ có Q",https://www.google.com/maps/search/https%3A%2F%2Fgoo.gl%2Fmaps%2FQUDziRBdFv7URi8QA+Link+h%E1%BB%93+s%C6%A1%3ATo%C3%A0n+Th%E1%BB%8Bnh+Ph%C3%A1t+-+OneDrive+%28sharepoint.com%29+BC+d%E1%BB%B1+%C3%A1n+To%C3%A0n+Th%E1%BB%8Bnh+Ph%C3%A1t.pdf+Th%E1%BB%8B+tr%C6%B0%E1%BB%9Dng+Ph%C3%BA+Qu%E1%BB%91c.pdf+Em+g%E1%BB%ADi+th%C3%AAm+b%E1%BA%A3ng+so+s%C3%A1nh+c%C3%A1c+d%E1%BB%B1+%C3%A1n+%C4%91ang+ch%C3%A0...+by+Thao+L+-+INVT%2C+has+an+at%2C+c%C6%A1+b%E1%BA%A3n+%C4%91%E1%BA%A1t+hi%E1%BB%87u+qu%E1%BA%A3+t%C3%A0i+ch%C3%ADnh%2C+Ph%C3%BA+Qu%E1%BB%91c
BDS-MASTER-0304,của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền,"dự án của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, mặc dù bị khuyết 1 ô), cách bãi tắm biển Phạm Văn Đồng 500 mét (1 trong bãi biển đẹp nhất của Đà Nẵng). Đối với shoph, của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, Đà Nẵng",9,2022-08-10,"[2022-08-10] Quy Vo-PTDT 8/10/2022 10:47 AM Vị trí dự án của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, mặc dù bị khuyết 1 ô), cách bãi tắm biển Phạm Văn Đồng 500 mét (1 trong bãi biển đẹp nhất của Đà Nẵng). Đối với shophouse thì giá bán đang đề xuất ... by Unknown User",https://www.google.com/maps/search/d%E1%BB%B1+%C3%A1n+c%E1%BB%A7a+m%C3%ACnh+n%E1%BA%B1m+s%C3%A1t+Khu+CBD+m%E1%BB%9Bi+c%E1%BB%A7a+%C4%90%C3%A0+N%E1%BA%B5ng+v%C3%A0+l%E1%BB%A3i+th%E1%BA%BF+n%E1%BA%B1m+ngay+%C4%91%C6%B0%E1%BB%9Dng+Ph%E1%BA%A1m+V%C4%83n+%C4%90%E1%BB%93ng+%28c%C3%B3+4+m%E1%BA%B7t+ti%E1%BB%81n%2C+m%E1%BA%B7c+d%C3%B9+b%E1%BB%8B+khuy%E1%BA%BFt+1+%C3%B4%29%2C+c%C3%A1ch+b%C3%A3i+t%E1%BA%AFm+bi%E1%BB%83n+Ph%E1%BA%A1m+V%C4%83n+%C4%90%E1%BB%93ng+500+m%C3%A9t+%281+trong+b%C3%A3i+bi%E1%BB%83n+%C4%91%E1%BA%B9p+nh%E1%BA%A5t+c%E1%BB%A7a+%C4%90%C3%A0+N%E1%BA%B5ng%29.+%C4%90%E1%BB%91i+v%E1%BB%9Bi+shoph%2C+c%E1%BB%A7a+m%C3%ACnh+n%E1%BA%B1m+s%C3%A1t+Khu+CBD+m%E1%BB%9Bi+c%E1%BB%A7a+%C4%90%C3%A0+N%E1%BA%B5ng+v%C3%A0+l%E1%BB%A3i+th%E1%BA%BF+n%E1%BA%B1m+ngay+%C4%91%C6%B0%E1%BB%9Dng+Ph%E1%BA%A1m+V%C4%83n+%C4%90%E1%BB%93ng+%28c%C3%B3+4+m%E1%BA%B7t+ti%E1%BB%81n%2C+%C4%90%C3%A0+N%E1%BA%B5ng
