curated_id,dirty_name,suggested_parent_names,cleaning_notes,source_excerpt
BDS-CURATED-0089,chỉnh trang),phân lô bán nền 4; nằm trong hẻm đường Quốc lộ 51; Aqua City khoảng 5; khoảng 4; KCN Long Thành,narrative_sentence_name,"[] P.ĐT báo cáo nhanh anh Mr Mike1 -CEO về dự án phân lô bán nền 4,9ha Khu dân cư Tam Phước, phường Tam Phước, Thành phố Biên Hòa, tỉnh Đồng Nai (Nguồn: Mr. Duy - P.PTQĐ) như sau: 1/ Vị trí: Dự án nằm trong hẻm đường Quốc lộ 51, cách đường Quốc lộ 51 khoảng 850m, cách cao tốc Biên Hòa Vũng Tàu khoảng 1,2km, bên phải giáp đường ĐT 771 (quy hoạch), bên dưới giáp đường ĐT 777 (quy hoạch). Trong bán kính 2-3km có cách khu công nghiệp như: KCN Long Thành, KCN An Phước, KCN Tam Phước Cách dự án Aqua City khoảng 5,5km (theo đường chim bay), cách sân golf Long Thành khoảng 3,5km 2/ Hiện trạng: Đất trống, cỏ cây mọc um tùm (hình ảnh vệ tinh) 3/ Thông tin dự án (P.PTQĐ cung cấp) Tổng diện tích dự án khoảng 4,9ha, gồm: + Đất ở khoảng 3,8ha (chiếm 77,5%) trong đó có 111 nền (khoảng 1,1ha, số lô màu xanh) bám mặt tiền đường hiện hữu có thể lên thổ cư và có 227 nền (khoảng 2,7ha, số lô màu đen) không bám đường hiện hữu, bắt buộc phải hiến đất làm đường 6m. Tổng số nền 338, diện tích trung bình mỗi nền khoảng 90 – 120m² + Đất giao thông khoảng 1,1ha (chiếm 22,5%) Giá mua vào: 2tr/m² Quy hoạch sử dụng đất là đất ở đô thị (thuộc khu đất chỉnh trang), có thể lên thổ cư và tách theo mặt đường mà không c"
BDS-CURATED-0123,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,khu đất; khu đất trong phạm vi thành phố Biên Hòa; Khu đất khoảng 13; Khu đất 610.5 ha (thuộc khu A+B KĐT Long Thành) xã Bình An; Khu đất khoảng 329 ha (Khu E khu đô thị Long Thành),narrative_sentence_name; report_or_scenario_subject,"[] P.ĐT đã so sánh đối chiếu danh sách từ 3 phụ lục trên với danh sách đấu giá năm 2025. Qua đó nhận thấy có 1 số khu đất được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác. Căn cứ vào vị trí, sự phát triển đô thị của một số khu vực, sự ưu tiên của Cơ quan NN trong triển khai đấu giá (phụ lục 2), phòng đầu tư đề xuất nghiên cứu các khu đất trong phạm vi thành phố Biên Hòa, Long Thành và Nhơn Trạch, cụ thể: - Khu đất khoảng 13,2 ha tại phường Trấn Biên (Khu nhà máy giấy Tân Mai) - Khu đô thị - thương mại - dịch vụ hỗn hợp (khu vực 1) khoảng 51,65 ha tại phường Trấn Biên (Đấu giá Q1/2026) - Khu đất 610.5 ha (thuộc khu A+B KĐT Long Thành) xã Bình An, Long Thành (Đang lập QH phân khu 1/2000, chưa GPMB) - Khu đất khoảng 329 ha (Khu E khu đô thị Long Thành) tại xã Long Thành (Đang lập QH phân khu 1/2000, chưa GPMB) * 2 khu đất thuộc KĐT Long Thành hiện chưa xác định được vị trí do đang điều chỉnh QH => Dựa vào quy mô và vị trí, P.ĐT đề xuất nghiên cứu sâu khu đất nhà máy giấy Tân Mai (13,2ha) P.Đầu tư đính kèm bản đồ định vị các khu đất đấu giá năm 2026 theo 3 phụ lục (chỉ lọc những khu đất có chức năng ODT, TMDV) và file ppt trình bày khu đất ưu tiên tiềm năn --- [] P.ĐT đã so sánh đối chiếu danh sách từ 3 phụ lục trên với danh sách đấu giá năm 2025. Qua đó nhận thấy có 1 số khu đất được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác. Căn cứ vào vị trí, sự phát triển đô thị của một số khu vực, sự ưu tiên của Cơ quan NN trong triển khai đấu giá (phụ lục 2), phòng đầu tư đề xuất nghiên cứu các khu đất trong phạm vi thành"
BDS-CURATED-0096,được chào về tại Bình Dương,được chào về; Victory Hoàn Cầu tiếp giáp đường Bình Chuẩn 69; là nhà xưởng bề rộng tiếp giáp đường Bình Chuẩn 69 khoảng 100m. - Dự án; có một đường dẫn từ Bình Chuẩn 62 vào dự án rộng khoảng 9m; đầu tư 3) Pháp lý đầu tư,narrative_sentence_name,"[2022-07-28] Thao L - INVT 7/28/2022 5:04 PM K.ĐT gửi anh báo cáo nhanh 02/06 dự án được chào về tại Bình Dương: A/ Dự án Victory Hoàn Cầu tiếp giáp đường Bình Chuẩn 69, Bình Chuẩn, Thuận An, Bình Dương với giá chào chuyển nhượng là 400 tỷ có tổng diện tích là 1.36ha đất nông nghiệp, diện tích hữu dụng là 1.25ha (tương đương 32tr/m2 diện tích hữu dụng). 1) Vị trí và hiện trạng: - Hiện trạng dự án là nhà xưởng bề rộng tiếp giáp đường Bình Chuẩn 69 khoảng 100m. - Dự án có 02 lối tiếp cận: + Tiếp giáp Đường Bình Chuẩn 69: bề rộng nhỏ (chỉ vừa 1 oto, rộng khoảng 4-5m); + Đường Bình Chuẩn 62: dự án có một đường dẫn từ Bình Chuẩn 62 vào dự án rộng khoảng 9m, sâu 100m. 2) Pháp lý đất: - Được duyệt đăng ký sử dụng đất - Được chấp thuận nhận chuyển nhượng QSDĐ nông nghiệp để thực hiện dự án đầu tư 3) Pháp lý đầu tư: - Chưa có thông tin - Đang lập hồ sơ xin chủ trương đầu tư. 4) Pháp lý quy hoạch: - Chưa có thông tin từ đối tác cung cấp. - Theo QHSDĐ tỉnh BD: Đất ở. - Theo QHXD: Đất công nghiệp có MĐXD: 50-80%, tầng cao XD: 5 tầng. 5) Pháp lý xây dựng: - Chưa có thông tin. 6) Sản phẩm phát triển - Chưa có thông tin sản phẩm cụ thể (Căn hộ và thương mại dịch vụ). 7) Đề xuất: KĐT đề không tham gia chuyển n"
BDS-CURATED-0142,được tính tiền sử dụng đất theo phương pháp thặng dự,được tính tiền sử dụng đất; chưa; tăng; tạm tính,narrative_sentence_name,"[2024-10-07] Sinh Nguyen-Dau Tu 10/7/2024 11:25 AM Edited Translate Dự án được tính tiền sử dụng đất theo phương pháp thặng dự: Hiện tại dự án chưa có quyết định giao đất. Khi có quyết định giao đất thì nghĩa vụ tài chính thức hiện theo thời điểm giao đất. Trong báo cáo đang giả định thời điểm giao đất là năm 2024 Cơ sở tính toán tiền sử dụng đất, căn cứ Quyết định số 37/2024/QĐ-UBND ngày 01/07/2024 về quy định cụ thể các yếu tố hình thành doanh thu và chi phí theo phương pháp thặng dư trên địa bàn TP.HCM Tiền sử dụng đất (tính theo phương pháp thặng dự) cao, chủ yếu là do doanh thu phát triển dự án tăng, trong khi đó các yếu tố chi phí phát triển được cố định theo QĐ 37. Doanh thu được hình thành từ viêc bán đất và căn hộ; Giá bán này nhà nước sẽ căn cứ theo giá bán của khu vực + Doanh thu bán đất, dự án tạm tính theo giá bán khu dân cư Bình Điền bên cạnh. Đơn giá bán tạm tính khoảng 60tr/m² (chưa VAT) + Doanh thu bán căn hộ, dự án tạm tính theo giá bán thực tế West Gate đang mở bán theo thị trường. Đơn giá bán tạm tính khoảng 34,4tr/m² (chưa VAT) -> Vì vậy, Tiền sử dụng đất tạm tính khoảng 300 tỷ ạ. --- [2024-10-07] Sinh Nguyen-Dau Tu 10/7/2024 11:25 AM Edited Translate Dự án được tính tiền sử dụng đất theo phương pháp thặng dự: Hiện tại dự án chưa có quyết định giao đất. Khi có quyết định giao đất thì nghĩa vụ tài chính thức hiện theo thời điểm giao đất. Trong báo cáo đang giả định thời điểm giao đất là năm 2024 Cơ sở tính toán tiền sử dụng đất, căn cứ Quyết định số 37/2024/QĐ-UBND ngày 01/07/2024 về quy định cụ thể các yếu tố hình thành doanh thu và chi phí theo phương "
BDS-CURATED-0147,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã; chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã,name_missing_or_sentence,"[2026-03-24] Tai L - UPDM 3/24/2026 9:59 AM Dự án Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính: Văn Phòng, Chung cư, Dịch vụ Dân số được duyệt: 1.672 người. Theo Quy hoạch phân khu được duyệt 15/6/2025 (mới nhất) là 1.488 người ( thấp hơn 184 người so với qhct 1/500 đã được phê duyệt) Khu này không thể chuyển chức năng từ văn phòng sang ở ---Lý do : + QH 1/500 trước đây đã phân khu các khu chức năng: Khu văn phong, khu ở, khu dịch vụ + Dân số không còn Làm cái file báo cáo, đưa bản vẽ và vị trí by Admin 01"
BDS-CURATED-0107,Khu đất Ngô Chí Quốc Bình Chiểu Thủ Đức,đường Ngô Chí Quốc; Phú Quang một con rạch. + Đối diện Khu chế xuất Linh Trung 2. + Cách kh; KHU ĐẤT 1.1. Vị trí và hiện trạng; Khu đất nằm trên mặt tiền đường Ngô Chí Quốc; Khu đất,insufficient_project_evidence,"[2023-08-03] Thao L - INVT 8/3/2023 2:18 PM Edited K.ĐT gửi anh Tuan Tran-CEO báo cáo dự án đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức – nguồn Mr. Duy như sau: 1. THÔNG TIN KHU ĐẤT 1.1. Vị trí và hiện trạng: a. Vị trí: - Vị trí: Khu đất nằm trên mặt tiền đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức, TPHCM. - Link map: https://goo.gl/maps/Empzn8zwhyULFrqV8 - Khu đất có vị trí nằm trong phần địa giới TP.HCM giáp ranh tỉnh Bình Dương: + Cách nút giao Gò Dưa và đường quy hoạch Vành Đai 2 khoảng 3Km. + Cách Quốc lộ 13 khoảng 2Km. + Cách Dự án Phú Quang một con rạch. + Đối diện Khu chế xuất Linh Trung 2. + Cách khu nghĩa trang Gò Đình khoảng 400m. b. Hiện trạng: Đa phần là đất lúa và đất vườn. 1.2. Quy hoạch và mục tiêu đề xuất: a. Quy hoạch: - Theo QH 1/10.000 (được Mr. Duy cung cấp): Khu đất nghiên cứu được quy hoạch là ĐẤT KHU ĐÔ THỊ HỖN HỢP CẢI TẠO CHỈNH TRANG HOẶC TÁI PHÁT TRIỂN – CÓ THỂ BAO GỒM CÁC KHU VỰC PHÁT TRIỂN MỚI (có thể sử dụng cho một hoặc nhiều trong số các chức năng: nhà ở, dịch vụ, CTCC, sản xuất gạch, giáo dục chuyên nghiệp, cơ quan hành chính, văn phòng, tôn giáo, cây xanh đô thị, hạ tầng đô thị,… không gây ô nghiễm môi trường): - Theo QH 1/2.000 khu đất phía trên được quy hoạch chi tiết --- [] Thao L - INVT 3/23 11:45 AM Translate K.ĐT gửi lại anh Admin 01 báo cáo dự án đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức – nguồn Mr. Duy như sau: 1. THÔNG TIN KHU ĐẤT 1.1. Vị trí và hiện trạng: a. Vị trí: - Vị trí: Khu đất nằm trên mặt tiền đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức, TPHCM. - Link map: https://goo.gl/maps/Empzn8zwhyULFrqV8 - Khu đất có vị trí nằm trong phần địa giới"
BDS-CURATED-0105,KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t,KCN do Tập đoàn Xuận Thiện làm CĐT; KCN Nghĩa Sơn; KCN Nghĩa Sơn như sau; quỹ đất đang là đất lúa,name_missing_or_sentence,"[2022-12-03] Thao L - INVT 12/3/2022 12:01 PM K.ĐT gửi anh Tuan Tran-CEO báo cáo về Đề xuất Thực hiện Đầu tư Xây dựng KCN Nghĩa Sơn, tại Huyện Nghĩa Hưng, tỉnh Nam Định như sau: Khảo sát thực địa: Theo như giới thiệu của tỉnh, K.ĐT đã khảo sát thực địa và có các đánh giá khách quan về KCN Nghĩa Sơn như sau: Vị trí: Nằm giữa 2 đường trục Phát triển Cao Bồ - Nam Điền & DT490C. Quy mô: Dự kiến đang trình duyệt là 120ha (chưa có ranh chính xác). Tiềm năng: . Hiện trạng quỹ đất đang là đất lúa với từng ô lớn, thuận tiện cho công tác đền bù giải phòng mặt bằng. . Đơn giá đền bù khu vực còn thấp (~200.000VNĐ/m2), vẫn còn dư địa để phát triển so với các tỉnh đã đi khảo sát Bắc Ninh, Hải Phòng… . Nằm trên đường trục Phát triển kết nối lên Cao tốc Ninh Bình – Hải Phòng – Quảng Ninh hướng về phía Bắc: 4 km và kết nối CT01 (Cao tốc Bắc –Nam). . Hướng về Phía Nam của Huyện là Khu Kinh tế Ninh Cơ Quy mô 56.000 ha. Và Dự án KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu tư với TMĐT là 98.000 tỷ, Nhà máy Sản xuất cấu kiện bê tông đúc sẵn đang triển khai với TMĐT là 900 tỷ và Cảng Chuyên dùng Xuân Thiện có TMĐT 35.000 tỷ. => Với trục cao tốc Cao tốc"
BDS-CURATED-0046,2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung),không đạt hiệu quả tài chính; chưa đạt hiệu quả. Đính kèm Báo cáo thị trường P.RD 0605_MAN THAI_DA NA; khách sạn (gồm VAT); chung cư (gồm VAT),report_or_scenario_subject,"[2025-06-05] Thao L - INVT 6/5/2025 5:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án 2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung) như sau: 1. THÔNG SỐ QUY HOẠCH 2. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 3. DOANH THU a. Bán hàng – RD đề xuất - Đơn giá bán căn hộ trung bình tại thời điểm cuối 2026 (gồm VAT): 70tr/m2 ~ 770 tỷ b. Vận hành – Mr. David đề xuất - Đơn giá thuê khách sạn/đêm tại thời điểm 2026 (chưa VAT): 2.05tr/phòng/đêm - Đơn giá thuê khách sạn/đêm tại thời điểm 2029 (gồm VAT): 2.4tr/phòng/đêm - Tỷ lệ lấp đầy: 70% - %EBITDA: 33% - 37% 4. CHI PHÍ - chưa bao gồm TSDĐ bổ sung - Đơn giá đất: 250tr/m2 ~ 692 tỷ - Chi phí pháp lý + Nhà mẫu (gồm VAT): 77 tỷ - Đơn giá xây dựng trung bình cả dự án (gồm VAT) giai đoạn cuối 2026 - 2028: 24tr/m2 ~ 1,160 tỷ . SĐT phòng khách sạn (gồm VAT): 2.5tỷ/key . SĐT diện tích xây dựng chung cư (gồm VAT): 15tr/m2 - Chi phí bán hàng: 15% Doanh thu bán hàng - Chi phí vận hành: 67% - 63% 5. HIỆU QUẢ TÀI CHÍNH Dự án không đạt hiệu quả tài chính với IRR = 4.8% Vì thế, với phương án Quy hoạch đề xuất hiện tại (chưa bao gồm TSDĐ bổ sung) Dự án chưa đạt hiệu quả. Đính kèm Báo cáo thị trường P.RD 0605_MAN THAI_DA NANG (1).pdf 2025.06.05_FS_2769Ho --- [2025-06-05] Thao L - INVT 6/5/2025 5:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án 2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung) như sau: 1. THÔNG SỐ QUY HOẠCH 2. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 3. DOANH THU a. Bán hàng – RD đề xuất - Đơn giá bán căn hộ trung bình tại thời điểm cuối 2026 (gồm VAT): 70tr/m2 ~ 770 tỷ b. Vận hành – Mr. David đề xuất - "
BDS-CURATED-0120,nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đấ,nhà ở khi chuyển mục đích sang đất ở; rà soát nhanh; KĐT báo cáo CEO Tuan Tran-CEO đánh; Chung cư cao tầng. Về Pháp lý đất; khu đất này Về pháp lý quy hoạch,name_missing_or_sentence,"[2023-03-15] Huy M - IM 3/15/2023 10:20 AM KĐT báo cáo CEO Tuan Tran-CEO đánh giá nhanh 12 lô đất anh Duy gửi của Sun Group tại Khu Đô thị ven sông Hoà Xuân - Cẩm Lệ - Đà Nẵng với mục đích làm Khu Chung cư cao tầng. Về Pháp lý đất: Theo GCNQSDĐ được cung cấp (2 lô đại diện): + Diện tích: ~ 5.000 m2 + Mục đích sử dụng: Đất cơ sở sản xuất kinh doanh + Thời hạn: Lâu dài + Nguồn gốc đất: Nhà nước giao đất có thu tiền sử dụng đất. + Cấp ngày 15/06/2011 Với mục đích sử dụng đất vẫn còn là đất SKC chưa chuyển mục đích sang đất ở, trong trường hợp thực hiện dự án nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đất này Về pháp lý quy hoạch: + Theo thông tin QH đối tác cung cấp tại văn bản số 3175 ngày 03/05/2019 của SXD Đà Nẵng, các khu đất trên phần lớn có hệ số sử dụng đất từ 14 đến 18 lần, Theo QC 01/2021 hiện nay thì hệ số sử dụng đất tối đa là 13 lần. Các khu đất này không thuộc trường là các công trình điểm nhấn tại Đà Nẵng để được áp dụng điều kiện ngoại lệ nên khi triển khai sẽ phải bị điều chỉnh về lại tối đa không quá 13 lần. + Sau khi Phòng PLDA dự án rà soát nhanh với SXD Đà Nẵng thì các khu đất trên trong QH phân khu (QH 1.2000) kh"
BDS-CURATED-0151,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao; Khách sạn Đà Nẵng; Khách sạn Yarra kinh doanh hiệu quả nhất,name_missing_or_sentence; chat_or_attachment_subject; report_or_scenario_subject,"[] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án – PA vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 19,97% Kịch bản độ nhạy THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án - Vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 9,22% Kịch bản độ nhạy 2 chiều Sau khi tính toán hiệu quả theo PA Kinh doanh A.Cường. P.ĐT có xem số liệu hệ thống Khách sạn Đà Nẵng tại Tập đoàn. Trong đó, Khách sạn Yarra kinh doanh hiệu quả nhất với GOP đạt 40% và EBITDA/Rev đạt 36% nên P.ĐT có tính toán thêm một PA thận trọng với GOP mỗi năm đạt 40%. THEO --- [] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chí"
BDS-CURATED-0168,chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá,chỉ mới trong giai đoạn pháp lý đền bù GPMB thì; trong hàng tồn kho là chi phí đã đầu tư tương ứng; đã triển khai GPMB; quỹ đất của HDC; quỹ đất và,name_missing_or_sentence,"[] Báo cáo anh Mr Mike1 -CEO, Phòng Đầu tư xin báo cáo tóm tắt định giá sơ bộ công ty HDC Tương tự DIG, đối với HDC cũng sẽ áp dụng phương pháp đánh giá tài sản sòng bằng việc xác định lại giá trị của các dự án/quỹ đất của HDC được ghi nhận trên BCTC a. Thông tin Công ty: - Tên công ty: Công ty Cổ phần Phát triển Nhà Bà Rịa – Vũng Tàu - Vị trí trụ sở: 36 Nguyễn Thái Học, P.7, Tp.Vũng Tàu - Thị giá cổ phiếu (07/05/2025): 23.400 đồng/cp - Số lượng cổ phiếu lưu hành: 178.354.966 cổ phần b. Các giả định trong bài tính - Đối với dự án chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá trị thị trường của loại đất lúa/CLN/HNK tùy vào địa hình quỹ đất. - Giá trị ghi nhận khoản mục chi phí đầu tư xây dựng và phát triển dự án trong hàng tồn kho là chi phí đã đầu tư tương ứng với diện tích đã bồi thường GPMB/đã hoàn thành nhận chuyển nhượng được công bố trong bản cáo bạch/BCTC/BCTN. - Đối với các dự án đã triển khai GPMB, xây dựng và bán hàng 1 phần hoặc toàn bộ => tạm ghi nhận giá trị trong BCTC (hàng tồn kho và phải thu). Để xác định giá trị hiện tại cần tìm hiểu chi tiết hiện trạng dự án (pháp lý đất, xây dựng, bán hàng) - Đối với dự --- [] Báo cáo anh Mr Mike1 -CEO , Phòng Đầu tư xin báo cáo tóm tắt định giá sơ bộ công ty DIG Do đặc thù DIG là công ty BĐS, phương pháp đánh giá tài sản sòng bằng việc xác định lại giá trị của các dự án/quỹ đất của DIG được ghi nhận trên BCTC sẽ đảm bảo phù hợp giá trị công ty a. Thông tin Công ty: - Tên công ty: Tổng công ty Cổ phần Đầu tư Phát triển Xây Dựng - Vị trí trụ sở: 15 Thi Sách, P."
BDS-CURATED-0097,được đề xuất nghiên cứu đầu tư tại huyện Giao Thuỷ,được đề xuất nghiên cứu đầu tư; KĐT báo cáo CEO Tuan Tran-CEO 2 dự án; khách sạn đều đã dừng hoạt động Dự án 7ha; khu đất khác mới ra tới bờ biển). Là 1 trong 2 khu đất còn sót lại chưa,narrative_sentence_name; report_or_scenario_subject,"[2022-11-08] Huy M - IM 11/8/2022 2:38 PM Edited KĐT báo cáo CEO Tuan Tran-CEO 2 dự án được đề xuất nghiên cứu đầu tư tại huyện Giao Thuỷ, tỉnh Nam Định Khu Du lịch TMDV 7ha tại Thị Trấn Quất Lâm, huyện Giao Thuỷ, tỉnh Nam Định Cụm Công Nghiệp 50ha tại xã Giao Tiến, huyện Giao Thuỷ, tỉnh Nam Định Khu Du lịch TMDV 7ha tại Thị Trấn Quất Lâm Vị trí: Bãi biển thuộc khu Du lịch Quất Lâm (1 trong 4 khu du lịch biển chính ở miền Bắc (Hạ Long – Đồ Sơn – Quất Lâm – Sầm Sơn). Cách TP Nam Định 40km, TP. Hà Nội 120km (di chuyển mất 2 tiếng) Hạ Tầng khu vực còn kém phát triển so với Hạ Long, Sầm Sơn, đón 100.000 lượt khách/năm thời điểm trước dịch Covid. Hiện trạng: Trước khi tháo dỡ các Kios được xây dựng dọc bờ biển thì đây là khu vực sầm uất trong thời điểm mùa du lịch. Tuy nhiên sau đợt dịch Covid và đợt thực hiện tháo dỡ các Kios theo quyết định của Tỉnh thì hiện trạng rất vắng vẻ, các hoạt động dịch vụ ăn uống, khách sạn đều đã dừng hoạt động Dự án 7ha được quy hoạch là đất TMDV, tuy nhiên không tiếp xúc trực tiếp với khu Bãi biển (còn cách từ 1 – 2 khu đất khác mới ra tới bờ biển). Là 1 trong 2 khu đất còn sót lại chưa được nhà Nước cho thuê, các lô đất khác trong khu vực đã được Nhà cho các cá nhân"
BDS-CURATED-0149,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50%,name_missing_or_sentence,"[2025-10-11] Unknown User 10/11/2025 12:27 PM Deal a David Ví dụ : Mua 700 m2 ( 1 sàn ) x 36.5 tr = 25,550 tỷ CK : 9% ( Thâm niên hơn 2,5 năm) CK: 13,8% ( Thanh toán nhanh 95%) CK : 3% ( Early Bird 100 căn đầu tiên) CK : 2% ( mua sỉ từ 5 căn trở lên) Tổng CK : 27,8% 💯=> Giá bán cuối cùng : 18,447 tỷ ( Chưa VAT , Phí BT) => Đơn giá/m2 : 26.4 tr/m2 ( tổng 700m2)x1.12 = 29.5 tr/m2 ( Đã VAT , Phí BT ) Với vị trí của Fenica gần Metro thì chỉ cần bắt đầu triển khai Metro thì tăng giá mỗi năm 10-15% là việc bình thường ( thậm chí như tuyến Metro Số 1 Suối Tiên, các dự án Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (700 m2 ) => CK TỔNG 23% => Tổng Ngân sách đầu tư 19,67 tỷ => Đơn giá/m2 :28,1 tr/m2 => 31,47 tr/m2 Tính gấp lại nha by Unknown User"
BDS-CURATED-0266,Đà Nẵng thì liên hệ A Tịnh,khu đất Đà Nẵng thì liên hệ A Tịnh; khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM --- [2025; khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM Huy,insufficient_project_evidence,"[2025-03-03] Thoi L - ASST. 3/3/2025 9:45 AM Translate Dear Huy Huy Mai-PTDTCEO có giao triển khai tìm hiểu về thông tin đấu giá các lô đất tại ĐÀ Nẵng và Bình Dương. tiếp nhận tt khu đất Đà Nẵng thì liên hệ A Tịnh, kênh tt khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM --- [2025-03-03] Thoi L - ASST. 3/3/2025 9:45 AM Translate Dear Huy Huy Mai-PTDTCEO có giao triển khai tìm hiểu về thông tin đấu giá các lô đất tại ĐÀ Nẵng và Bình Dương. tiếp nhận tt khu đất Đà Nẵng thì liên hệ A Tịnh, kênh tt khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM Huy"
