curated_id,project_name,category,map_urls_found,existing_map_urls,coordinate_quality,coordinate_source,match_score,source_files
BDS-CURATED-0399,này by Huy M - IM,no_map_link_found_in_matched_raw,,,,,,batch_779.txt
BDS-CURATED-0373,đầu tư xây dựng Cao ốc căn hộ Hạnh Phúc,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://goo.gl/maps/88psz7y8xzQTcyVn9,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://goo.gl/maps/88psz7y8xzQTcyVn9,,,name_token_overlap>=2,batch_068.txt
BDS-CURATED-0184,50ha ở Vĩnh Yên,has_unresolved_or_unattached_map_link,https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8,suspicious_shared_by_many_projects,matched_teams_map_link,20,batch_570.txt
BDS-CURATED-0391,53ha Đà Nẵng),no_map_link_found_in_matched_raw,,,,,,batch_372.txt
BDS-CURATED-0183,(pháp lý,has_unresolved_or_unattached_map_link,https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8,suspicious_shared_by_many_projects,matched_teams_map_link,12,batch_922.txt
BDS-CURATED-0231,Hội An Riverside có nhiều khả năng thay đổi concept,has_unresolved_or_unattached_map_link,https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://goo.gl/maps/Empzn8zwhyULFrqV8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/7yPFeG3okyKbrLCM9; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/aChZ8vYJMZ8j6SjR7; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://goo.gl/maps/Empzn8zwhyULFrqV8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/7yPFeG3okyKbrLCM9; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/aChZ8vYJMZ8j6SjR7; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_547.txt
BDS-CURATED-0133,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/Hn6baY7yBKNTcRXs8; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/Hn6baY7yBKNTcRXs8; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_042.txt
BDS-CURATED-0387,sau này chỉ có đấu thầu,no_map_link_found_in_matched_raw,,,,,,batch_395.txt
BDS-CURATED-0376,đầu tư,has_unresolved_or_unattached_map_link,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing,,,12,batch_250.txt
BDS-CURATED-0390,168ha gần Khu Đa Phước - OneDrive (sharepoint,has_unresolved_or_unattached_map_link,https://goo.gl/maps/35GfKER; https://goo.gl/maps/eqfdgJBc7XT7VhAW8; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/C86NnDNwQKH22Bek9-; https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/u7HMUhYJqdPGD9dz6; https://goo.gl/maps/9VManjp1YiqeSC1A8; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A; https://goo.gl/maps/YbeBXNFKFMabLtVG9,https://goo.gl/maps/35GfKER; https://goo.gl/maps/eqfdgJBc7XT7VhAW8; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/C86NnDNwQKH22Bek9-; https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/u7HMUhYJqdPGD9dz6; https://goo.gl/maps/9VManjp1YiqeSC1A8; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A; https://goo.gl/maps/YbeBXNFKFMabLtVG9,,,name_token_overlap>=2,batch_928.txt
BDS-CURATED-0187,Cát Lái từ P,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,suspicious_shared_by_many_projects,matched_teams_map_link,12,batch_033.txt; batch_068.txt
BDS-CURATED-0364,KDC Đại Nam,no_map_link_found_in_matched_raw,,,,,,batch_642.txt
BDS-CURATED-0136,này,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,suspicious_shared_by_many_projects,,,batch_033.txt
BDS-CURATED-0138,này Ok by Admin 01,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,suspicious_shared_by_many_projects,,,batch_046.txt
BDS-CURATED-0374,đã có sổ riêng từng nền,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://goo.gl/maps/gHyC9FmNZYpnaoV77,https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://goo.gl/maps/gHyC9FmNZYpnaoV77,,,name_token_overlap>=2,batch_784.txt
BDS-CURATED-0164,Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,suspicious_shared_by_many_projects,matched_teams_map_link,12,batch_393.txt
BDS-CURATED-0412,Swanbay 456ha hiện Dic đã chuyển,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/7yPFeG3okyKbrLCM9; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/efNjqXtJS5uqAid67; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/B98HY6ThSbAhg1a98; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/C86NnDNwQKH22Bek9-; https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/tMLVh6Gm8DCwNDzN6; https://goo.gl/maps/dSeYp8x6gD6nWQJo7; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/Y5rcVkPSFzuYQtaJ7; https://goo.gl/maps/tu8NToyeSY9qMEt19; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/u7HMUhYJqdPGD9dz6; https://goo.gl/maps/9VManjp1YiqeSC1A8; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A; https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/7yPFeG3okyKbrLCM9; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/efNjqXtJS5uqAid67; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/B98HY6ThSbAhg1a98; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/C86NnDNwQKH22Bek9-; https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/tMLVh6Gm8DCwNDzN6; https://goo.gl/maps/dSeYp8x6gD6nWQJo7; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/Y5rcVkPSFzuYQtaJ7; https://goo.gl/maps/tu8NToyeSY9qMEt19; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/u7HMUhYJqdPGD9dz6; https://goo.gl/maps/9VManjp1YiqeSC1A8; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A; https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A,,,name_token_overlap>=2,batch_872.txt
BDS-CURATED-0170,do mình có điều chỉnh qh 1/500,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/GdiSL1z7fBFtk3tr8; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/v8GdHbU3xb5G8JFs9; https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/efNjqXtJS5uqAid67; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/dSeYp8x6gD6nWQJo7; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/trCxv7WmZ7Lim467A,https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/GdiSL1z7fBFtk3tr8; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/v8GdHbU3xb5G8JFs9; https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/efNjqXtJS5uqAid67; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/XwfK6AzNVqs5eFX17; https://maps.app.goo.gl/QAU1JqmdETLn951C; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/zAmPVdt254bS1UUU7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/dSeYp8x6gD6nWQJo7; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/trCxv7WmZ7Lim467A,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_762.txt
BDS-CURATED-0384,hiện tại là 28,no_map_link_found_in_matched_raw,,,,,,batch_263.txt; batch_325.txt
