curated_id,project_name,status,has_map,issues,mention_count,first_report_date,latest_report_date,source_excerpt
BDS-CURATED-0112,Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2022-09-23,2022-09-23,"[2022-09-23] Thao L - INVT 9/23/2022 5:58 PM Em gửi anh Tuan Tran-CEO báo cáo sơ bộ dự án Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng: - Vị trí: Đường Bà Giang, An Bình, Dĩ An, Bình Dương. - Khu đất có 02 lối tiếp cận chính: + Đường Bà Giang - lối tiếp cận chính - bề rộng giáp đường rộng khoảng 16m. + Đường vào nghĩa trang - cập phía bên hông khu đất - bề rộng giáp đường rộng khoảng 245m. - Giáp phía sau khu đất là Nghĩa trang Hải Nam, và có mộ dân ở phía trước của khu đất, phía bên hông là kho bãi container. - Hiện khu đất đang là kho bãi container. - Pháp lý dự án: +Pháp lý đất: GCN quyền sử dụng đất cho 86.834,2m2, trong đó: . 3.420,2m2 là đất cở sở sản xuất phi nông nghiệp - trả tiền hằng năm đến 2057 (phần QH đường sắt), . 83.336,4m2 là đất cở sở sản xuất phi nông nghiệp - trả tiền một lần đến 2057 (phần QH đất ở), . 77.6m2 là đất ở lâu dài (QH là đất ở). + Pháp lý đầu tư: Chấp thuận chủ trương đầu tư và chấp thuận nhà đầu tư tháng 7/2022. + Pháp lý quy hoạch: Đang trong quá trình hoàn thành 1/500. + Pháp lý xây dựng: Chưa có. * Quy hoạch: - Khu đất đa phần QH là đất ở với các thông số như sau: + Tầng cao: max 30 tầng . + MĐXD: max 60%. + HSSDĐ: max 8 lần. - QH có tuyến đường sắt cắt"
BDS-CURATED-0065,khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690,recover_project,yes,,1,2022-08-26,2022-08-26,"[] Báo cáo Dự án khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690.000 m2 (giá chào bán khoảng 1,725 tỷ tương đương 2.5 tr/m2) tại mặt tiền đường ĐH 505 và ĐH 507 thuộc Xã Vĩnh Hòa, Huyện Phú Giáo, Tỉnh Bình Dương: Vị trí dự án: - Dự án tiếp giáp 2 mặt tiền đường hiện hữu: + Mặt tiền tiếp giáp khoảng 643m, giáp đường ĐH 505, đường nhựa rộng khoảng 10m (QH đường dự kiến 32m); + Mặt tiền tiếp giáp đường khoảng 95m, giáp đường ĐH 507 đường nhựa rộng khoảng 10m (QH đường dự kiến 32m). - Dự án tiếp giáp đường quy hoạch: + Bên phải QHTT GTVT tỉnh Bình Dương đường ĐT750B lộ giới 52m kết nối với đường DT741, cách đường DT 741 khoảng 3.5km. - Cách khu công nghiệp An Linh khoảng 12km, cách KCN cao su Đồng Phú khoảng 8km, cách KCN Vĩnh Lộc 2 khoảng 15km, cách KCN Vĩnh Lộc 18km, cách KCN Tạm Lập khoảng 6.5km. Các KDC này đều có quy hoach khu dân cư. - Dự án cách trung tâm hành chính huyên Phú Giáo khoảng 3.4km (theo đường chim bay), cách trục đường chính DT (nối tỉnh Bình Dương và Bình Phước) khoảng 4.5km. Pháp lý đất: - Đất sạch, đã có QĐ giao đất, đã có thông báo đóng tiền SD đất (CĐT chưa cung cấp). Pháp lý đầu tư: - QĐ về việc chấp thuận chủ trương"
BDS-CURATED-0090,khu nhà ở Tân Mai (thuộc danh sách dự kiến đấu giá tại Đồng Nai 2026) A) Thông tin chung,needs_name_or_parent_review,yes,needs_parent_name_extraction,2,2026-01-23,2026-01-23,"[] P.ĐT báo cáo sếp Admin 01 dự án khu nhà ở Tân Mai (thuộc danh sách dự kiến đấu giá tại Đồng Nai 2026) A) Thông tin chung: - Vị trí: P.Trấn Biên, Đồng Nai - Diện tích toàn khu: 131.690,94 m2 - Mục đích dự án theo QH sử dụng đất và QH xây dựng: KDC nhà ở kết hợp TMDV, cơ sở giáo dục – văn hóa – y tế. B) Định giá đất theo hiệu quả dự án: - Giả định kinh doanh: Thời gian bán hàng từ Q2/2027 – Q1/2030 Căn hộ: 55 – 60 tr/m2 Shop TMDV: 75 – 80 tr/m2 Nhà phố liên kế: 95 – 100tr/m2 Shophouse liên kế: 115 - 120 tr/m2 Biệt thự: 85 – 100 tr/m2 - Giá định cp đầu tư xây dựng Chung cư 19 tầng : 12.8 – 13.3 (gồm VAT, all-in) Nhà phố: 7.5tr/m2 (hoàn thiện mặt ngoài – thô bên trong) Biệt thự: 9.5 tr/m2 (hoàn thiện mặt ngoài – thô bên trong) - Giả định cp bán hàng: ~18% doanh thu => Để dự án đạt mức IRR: 20%, giá đấu cho khu đất là 2.010 tỷ (đơn giá đất ở: ~ 35 tr/m2) Bảng độ nhạy hiệu quả dự án theo giá đấu: Lưu ý và đề xuất: - Dự án có vị trí tốt, thị trường Biên Hòa có nhiều tiềm năng phát triển, hạ tầng đồng bộ phát triển - Hiệu quả theo mức đấu giá dự kiến là 2.010 tỷ để đạt mức IRR 20% Tuy nhiên có 1 số điểm lưu ý như sau: - Trong QH 1/500 được duyệt, diện tích 1 lô tương đối nhỏ (số lô có diện --- [] P.ĐT báo cáo sếp Admin 01 dự án khu nhà ở Tân Mai (thuộc danh sách dự kiến đấu giá tại Đồng Nai 2026) A) Thông tin chung: - Vị trí: P.Trấn Biên, Đồng Nai - Diện tích toàn khu: 131.690,94 m2"
BDS-CURATED-0021,the Bale tại Phan Thiết,recover_project,yes,,1,2022-10-11,2022-10-11,"[2022-10-11] Trieu Nguyen-PTDT 10/11/2022 6:26 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án the Bale tại Phan Thiết, Bình Thuận có giá chào 390.48 tỷ đồng (3tr/m2 đất) cam kết hoàn thành đường kết nối, đền bù, và đóng tiền thuê đất 1 lần (BeeG trả tiền thuê đất) cụ thể: Vị trí và hiện trạng: Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), cách bãi biển khoảng 500m Pháp lý đất: Dự án có tổng quy mô 13ha hiện có 2 sổ đất TMDV có quy mô 11.3ha, đất TMDV đóng tiền thuê đất hàng năm đến 2059 (còn 37 năm) Còn 1.9ha đang đền bù (chủ đầu tư cam kết đền bù sạch) Pháp lý đầu tư: Đã có CTĐT duyệt bán/cho thuê theo vòng đời dự án Pháp lý quy hoạch: QHSDĐ là TMDV Đã có QH 1/500: đất khu biệt thự chiếm 37%, đất khu căn hộ chiếm 5%, đất bungalow chiếm 12.8%, đất nhà hàng chiếm 1.2%, còn lại là đất hạ tầng cảnh quan. Sản phẩm kinh doanh: 127 căn biệt thự: giá bán đất 39tr/m2 đất tại 2024 206 căn hộ: giá bán 40tr/m2 sàn thông thủy có VAT tại năm 2024 1 khu nhà hàng: giả định giá thuê khoán 21tr/m2 sàn cho tổng thời gian thuê 37 năm 59 căn bungalow: giả định giá bán đất 24tr/m2 đất cho tổng thời gian dự án 37 năm Tổng mức đầu tư là 2548 tỷ đồng (chưa bao gồm chi phí hoạt động và bán hàng), tổng doa"
BDS-CURATED-0161,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng),needs_name_or_parent_review,yes,needs_parent_name_extraction,3,2026-06-25,2026-06-25,"[] P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉn… Anh gửi lại Sếp tính tiền sử dụng đất theo 1.500 cũ của Bà Kèo à Begin quote, Thao L - INVT, 6/22/2026 12:01... by Admin 01 --- [] P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉn… Khi nào có người mua thì mới đóng tiền sdd xong tách cty ra bán đc ko nhỉ. Begin quote, Admin 01, 6/25/2026 11:13 AM, ... by Huy M - IM --- [] P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉnh QHCT 1/500 dự án Bà Kèo: Dân số: 325 người Đất ở: 2.8 ha (65% diện tích dự án) Quy mô: 65 căn biệt thự Chỉ tiêu từng căn: Diện tích đất: 430 m² đất/căn; MĐXD: 33%; Tầng cao: 03 tầng; Diện tích SXD: 430 m² sàn/căn 2. TSDĐ a.Kịch bản Min: khoảng 1,750 tỷ Cơ sở: Tính theo đơn giá đất Nhà nước mặt tiền đường Trần Hưng Đạo, khoảng 67.5tr/m². b.Kịch bản Max: khoảng 2,300 tỷ Cơ sở: Tính theo phương pháp thặng dư dựa trên Quy hoạch 1/500 trên; đơn giá đất thặng dư ước khoảng 1,3 lần đơn giá đất Nhà nước."
BDS-CURATED-0036,Chung cư Trường Thịnh,recover_project,yes,,1,2024-11-27,2024-11-27,"[2024-11-27] Sinh Nguyen-Dau Tu 11/27/2024 2:17 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Chung cư Trường Thịnh, mặt tiền đường Trần Não, phường Bình An, Quận 2 (nay là TP. Thủ Đức) Thành phố Hồ Chí Minh như sau: 1/ Vị trí: - Tọa lạc trong dự án Khu nhà ở tại phường Bình An, Quận 2, mặt tiền đường Trần Não, cách Bùng Binh Lương Định Của - Trần Não khoảng 250m, cách vòng xoay An Phú khoảng 2,3km - Dự án liền kề khu đô thị mới Thủ Thiêm, cách nhà ga Thủ Thiêm khoảng 1,2km 2/ Hiện trạng: Đất trống và có vài hộ dân sinh sống (theo hình ảnh vệ tinh) 3/ Pháp lý Đất: - Đã có quyết định giao đất. - Dự án đã hoàn thành nghĩa vụ tài chính - Chưa được cung cấp Giấy chứng nhận QSD Đất 4/ Pháp lý Xây dựng: - Đã có quyết định số 18/QĐ-SXD-PTN ngày 04/02/2009 về viêc phê duyệt dự án đầu tư xây dựng do Sở Xây dựng cấp (đã hết thời hạn). Tuy nhiên, phương án tiêu thụ sản phẩm là bán cho cán bộ công nhân viên chức - Mật độ xây dựng 51% - Hệ số sử dụng Đất: 9,7 - Tổng diện tích sàn nổi xây dựng: 71.498m², gồm 3 Block chung cư (không kể diện tích tầng hầm và mái) - Tổng số căn: 342 căn (diện tích trung bình 132m²/căn) - Dân số: 1.368 người 5/ Pháp lý đầu tư: - Đã có quyết định, chủ trương đầu tư: Phương"
BDS-CURATED-0005,cao tầng Icon Plaza,recover_project,yes,,1,2025-03-14,2025-03-14,"[2025-03-14] Thao L - INVT 3/14/2025 5:21 PM Edited Translate KĐT gửi anh Mr Mike1 -CEO về dự án cao tầng Icon Plaza, Thuận An, Bình Dương (Nguồn: Mr. Sơn - XD) như sau: I. THÔNG TIN 1. Vị trí: https://maps.app.goo.gl/xomcfbw3UHPYcLxG8 - Dự án nằm trên mặt tiền đường DT743, Thuận An, Bình Dương. - Cách ngã tư DT743 – Mỹ Phước Tân Vạn khoảng 1.2Km. - Cách ngã tư DT743 – DT747B khoảng 2.2Km. 2. Diện tích: 6,744.5m2; trong đó: PHQH:5,400m2 3. Giá chào chuyển nhượng: 390 tỷ ~ 72tr/m2 (cho diện tích PHQH) II. PHÁP LÝ DỰ ÁN III. TÍNH KHẢ THI DỰ ÁN 1. Tổng mức đầu tư gồm VAT: 1,558 tỷ (Giả định: Dự án đã hoàn thành nghĩa vụ tài chính) - Suất đầu tư all in gồm VAT: 12.5tr/m2 sàn ~ tương đương SĐT của Phú Gia Khiêm. 2. Doanh thu gồm VAT: 2.186 tỷ (Chi phí bán hàng: 12% Doanh thu) - Thương phẩm: + 04 căn hộ thương mại có lưu trú (Shophouse) thông tầng 1 và 2 có diện tích trung bình: 537m2: Giá bán gồm VAT, thông thủy trung bình :54tr/m2 + 897 căn hộ ở có diện tích trung bình 51m2: Giá bán gồm VAT, thông thủy trung bình: 45tr/m2 3. Hiệu quả tài chính: - LNTT: 288 tỷ - Tỷ lệ LNTT/TMĐT: 19.7% 4. Độ nhạy giữa giá mua đất và giá bán căn hộ: IV. RÀ SOÁT SƠ BỘ PHÁP LÝ DỰ ÁN: 1. Dự án này đã từng mở bán đợt 1 và"
BDS-CURATED-0067,là 30,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2025-08-08,2025-08-08,"[2025-08-08] Hanh T - INVT 8/8/2025 5:07 PM Edited Translate P.Đầu tư báo cáo Sếp Mr Mike1 -CEO về DA chung cư Long Vân 3,09 ha, đường Quốc Lộ 13 (Đại Lộ Bình Dương), P.Lái Thiêu (Bình Dương cũ), TPHCM (nguồn từ Mr Sơn Trợ lý gửi) như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/pTzfCxqkMYLuLe9z9 b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất lập dự án là 30.970,5 m2 đất, số 76 đường Đại Lộ Bình Dương, đối diện với đường Lái Thiêu 110 và Cầu Phú Long nối qua Quận 12. Pháp lý đầu tư: Chưa thực hiện QĐ chủ trương đầu tư, chỉ mới được duyệt vào danh sách thí điểm thực hiện dự án nhà ở tháng 6/2025. Pháp lý đất: tổng diện tích đất thực hiện dự án là 30.970,5 m2 bao gồm 07 Giấy chứng nhận, trong đó : - Đất SKC: 21,439 m2 ~69% , thời hạn sử dụng đến 2055 (03 GCN, Cty Long Vân đứng tên); - Đất ở, đất CHN: 9.531 m2 ~31% (04 GCN, đứng tên cá nhân). => Về thủ tục đất thực hiện dự án thì chưa hoàn thiện do chưa đưa phần đất còn lại vào công ty. Pháp lý QH: Diện tích phù hợp QH còn ~27.000 m2 (do Khu đất có 4.000 đất lộ giới, đường dây điện cao thế). - Theo QH 1/2000 năm 2023: đất OHH thấp tầng (4 tầng) - QHC chung điều chỉnh của TP Thuận An đến 2040"
BDS-CURATED-0025,Chung cư Võ Thị Sáu,recover_project,yes,,2,2025-07-07,2025-07-07,"[2025-07-07] Thanh L - INVT 7/7/2025 7:13 PM Edited Translate Kính gửi anh Mr Mike1 -CEO, P.ĐT báo cáo dự án Chung cư Võ Thị Sáu, Biên Hòa như sau: Dự án: Khu Thương mại và Nhà ở cao tầng theo quy hoạch tại phường Thống Nhất, Tp Biên Hòa, T. Đồng Nai. Vị trí: Mặt tiền Võ Thị Sáu, P. Thống Nhất, Tp. Biên Hòa, T. Đồng Nai Map: https://maps.app.goo.gl/7yPFeG3okyKbrLCM9 Về Pháp lý dự án, P.ĐT note các nội dung trọng yếu sau: Dự án đang trong tình trạng có khả năng bị kiến nghị thu hồi để đấu thầu lựa chọn Nhà đầu tư. Diện tích dự án 21.393,8m2. Theo Quyết định giao đất, mới chỉ giao 20.144,3m2 còn 1,249m2 chưa được giao. Dự án đã được cấp Giấy chứng nhận 1 phần (3 GCN với diện tích 5.632,2m2, tuy nhiên chưa có thông tin về việc thực hiện nghĩa vụ tài chính. Dự án là 1 thành phần trong khu vực đã có quy hoạch chi tiết tỷ lệ 1/500 tổng thể, tuy nhiên trong hồ sơ chưa đính kèm QĐ phê duyệt, cần bổ sung (QĐ số 1708/QĐ-UBND ngày 18/06/2007). Theo văn bản số 7327/UBND-CNN chấp thuận chủ trương và thỏa thuận địa điểm cho Công ty Thế Giới Nhà lập thủ tục đầu tư dự án có đề cập nội dung “Bàn giao cho UBND Tp.Biên Hòa 10% tổng số căn hộ trong dự án để sử dụng làm quỹ nhà phục vụ tái định cư và NOXH theo quy --- [2025-07-07] Thanh L - INVT 7/7/2025 7:13 PM Edited Translate Kính gửi anh Mr Mike1 -CEO, P.ĐT báo cáo dự án Chung cư Võ Thị Sáu, Biên Hòa như sau: Dự án: Khu Thương mại và Nhà ở cao "
BDS-CURATED-0003,Chưa đặt tên,needs_name_or_parent_review,no,needs_parent_name_extraction,313,2022-07-19,2026-06-29,"[2026-06-29] Admin 01 6/29/2026 2:38 PM Ủa mà cái này sau hướng xử lý sao nhỉ. bắt đấu giá lại hay sao ta Nếu đúng theo luật thì đất công là sẽ thu hồi đấu gía. Do bên KO họ đi theo hướng ngừoi thứ 3 ngây tình nên mặc mặc dù VKS đề nghị thu hồi nhưng HĐXX năm 2022 vẫn chưa thu hồi và vẫn tạm giao cho Cty Tân Phú nắm giữ Khu này là đối diện sygamo đúng ko by Admin 01 --- [2026-06-11] Admin 01 6/11/2026 3:09 PM Cái 120 tỷ đó có cách nào check chính xác đc ko Cái này chắc nhờ A Minh rà trên các cơ quan à Sếp Báo đi anh by Admin 01 --- [2026-05-28] Admin 01 5/28/2026 5:16 PM Sao Phú Quốc xây 16tr mà ĐN xây 21tr lận Cái Đà Nẵng mình xây 3 hầm lận Sếp, Còn cái Bà Kèo mình 1 hầm. Với là cái ĐN mình bán tới gía ~100 tr/m2 nên chuẩn đầu tư, thiết bị cũng phải cao hơn cái Bà Kèo đang bán 65-70/m2 à Sếp."
BDS-CURATED-0037,Green Hill tại Quy Nhơn,recover_project,yes,,4,2022-08-10,2023-05-18,"[2022-08-10] Trieu Nguyen-PTDT 8/10/2022 3:23 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án Green Hill tại Quy Nhơn, có quy mô 16.62ha, giá chào 1300 tỷ đồng (7.8tr/m2 đất), cụ thể: Vị trí và hiện trạng: - Dự án nằm mặt tiền đường D1, cách trung tâm TP Quy Nhơn khoảng 8.4km, cách dự án Trung tâm nghiên cứu Công Nghệ của FPT có quy mô 15ha khoảng 2km, cách bãi biển Quy Hòa 135m. - Dự án có 2 phân khu: 1 phân khu biệt thự tựa đồi view biển (15.08ha) và 1 phân khu mặt tiền biển (1.54ha) Pháp lý đất: - Ngày 25/10/2019, UBND đồng ý cho thuê đất 13.64ha thực hiện dự án KDL và giao phần đất 2.97ha nằm trong hành lang hạ tầng kỹ thật - Thông báo nộp tiền thuê 1 lần ngày 16/1/2020, là 45.733 tỷ đồng (đã được khấu trừ tiền đền bù) - 7 GCNQSDĐ có quy mô tổng là 136471,8m2 đất TMDV đóng tiền thuê đất 1 lần đến năm 25/10/2069 - 7 GCNQSDĐ đã được tách thành nhiều sổ con cho từng lô biệt thự Pháp lý đầu tư: - Điều chỉnh chấp thuận chủ trương đầu tư cấp ngày 7/4/2020: xây dựng khu du lịch sinh thái nghỉ dưỡng Greenhill Village Quy Nhơn, quy mô 16.62ha, thời gian hoạt động của dự án là 50 năm, gia hạn thêm thời gian từ Quý 3/2020 – Quý 2/2022: Khởi công xây dựng và hoàn thành đi vào hoạt động. Pháp lý xây d --- [2022-08-10] Unknown User 8/10/2022 3:23 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án Green Hill tại Quy Nhơn, có quy mô 16.62ha, giá chào 1300 tỷ đồng (7.8tr/m2 đất), cụ thể: Vị trí v"
BDS-CURATED-0078,KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã,recover_project,yes,,5,2023-05-20,2023-06-16,"[2023-06-16] Sinh Nguyen-Dau Tu 6/16/2023 8:48 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã Thái Hòa và xã Bắc Bình, huyện Lập Thạch, tỉnh Vĩnh Phúc như sau: 1/ Vị trí Cách đường Quốc lộ 2C khoảng 80m. Nằm ở giáp ranh giữa Vĩnh Phúc và Tuyên Quang, là khu công nghiệp có vị trí xa nhất khi hướng về Hà Nội và Hải Phòng Cách trung tâm Thành phố Vĩnh Yên khoảng 22km Cách đường Vành Đai 5 (đường Vành Đai – Vùng Thủ Đô) khoảng 16,5km; Cách nút giao cao tốc Hà Nội – Lào Cai khoảng 16km. Cách sân bay quốc tế Nội Bài khoảng 52km Cách Trung Tâm Thủ đô Hà Nội khoảng 78km Cách Hải Phòng khoảng 175km 2/ Hiện trạng: Còn nhiều nhà dân sinh sống trong ranh đất quy hoạch dự án: 1 cụm lớn tập trung ở giữa và khá nhiều hộ nằm rải rác da beo trên đất quy hoạch dự án Có 1 khu mộ trên đất quy hoạch dự án Dự án không tiếp giáp trực tiếp đường Quốc Lộ 2C, chỉ tiếp cận đường nội bộ khu dân cư 3/ Pháp lý đất, pháp lý đầu tư Chưa có 4/ Quy hoạch Quyết định về việc Phê duyệt đồ án QHCT tỷ lệ 1/2000 Khu công nghiệp Thái Hòa, Bắc Bình tại huyện Lập Thạch, tỉnh Vĩnh Phúc số 3424/QĐ-UBND ngày 26/11/2013 Căn cứ phê duyệt quy hoạch sử dụng đất thời kỳ 2021 --- [2023-06-16] Sinh Nguyen-Dau Tu 6/16/2023 8:48 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã --- [2023-05-20] "
BDS-CURATED-0029,Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2023-07-03,2023-07-03,"[2023-07-03] Thao L - INVT 7/3/2023 10:43 AM Edited K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9,5 lần như sau: CẬP NHẬT HỆ SỐ SỬ DỤNG ĐẤT MỚI 9,5 LẦN 1/ SƠ BỘ THÔNG TIN DỰ ÁN: - Dự án Văn phòng tại khu đất 197 Lê Văn Sỹ, phường 13, quận 3. Khu đất Nằm trên đường Lê Văn Sỹ và hẻm 195 Lê Văn Sỹ, cách cầu Lê Văn Sỹ khoảng 50m có tổng diện tích 985,7m2 với giá chào bán là 340 tỷ. - Link vị trí: https://goo.gl/maps/BgnUiLh44bo3Nyq37 - Đề xuất pháp lý: Mục tiêu: Xây dựng, vận hành Văn phòng mà vẫn giữ được mục đích Đất ở lâu dài. Cách thức để giữ lại mục đích Đất ở lâu dài: - Đại diện một cá nhân đứng tên giấy chứng nhận QSDĐ khu đất. Công ty ký hợp đồng thuê đất với Cá nhân (Hợp đồng thuê thời hạn là 20 năm, sau đó gia hạn dần trong 52 năm – 2 năm xây dựng và 50 năm vận hành) để xây dựng tòa nhà văn phòng. - Trong đó, về mặt pháp lý tiến hành xây dựng một căn hộ ở cho chủ đất sử dụng và không kinh doanh/bán căn hộ này. - Tuy nhiên, về mặt vận hành sẽ bố trí căn hộ này trong khu vực ban quản lý tòa nhà (không ảnh hưởng đến tỷ lệ thương phẩm văn phòng). -Thời gian triển khai: 2023: Pháp lý đất và các pháp lý liên quan. 2023-2024: Xây dựng c"
BDS-CURATED-0324,Văn phòng tại khu đất 72-74 Võ Thị Sáu,needs_name_or_parent_review,no,needs_parent_name_extraction,2,2024-01-03,2024-01-03,"[2024-01-03 | BDS-MASTER-0019] [2024-01-03] Thao L - INVT 1/3/2024 9:11 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 72-74 Võ Thị Sáu, phường Tân Định, Quận 1. Khu đất nằm trên đường Võ Thị Sáu, phía tay mặt, đối diện Công viên Lê Văn Tám có tổng diện tích 2157.7m2 với giá chào bán là 1350 tỷ, tương đương 625.6tr/m2 như sau: Pháp lý đất: GCNQSDĐ với tổng diện tích là 2157.7 m2. Mục đích sử dụng: Đất ở tại đô thị. Thời hạn: Lâu dài. Pháp lý đầu tư: chưa có. Pháp lý quy hoạch: - Theo văn bản 4793/QD-UBND của UBND Thành phố Hồ Chí Minh cấp ngày 08/09/2017 Về Đồ án quy hoạch phân khu tỷ lệ 1/2000 Khu dân cư Phường Tân Định, Quận 1 (nội dung quy hoạch sử dụng đất, kiến trúc, giao thông). - Quy hoạch: Đất ở hỗn hợp - Nằm trong danh sách Dự án kêu gọi đầu tư, “Cao ốc VP, TM, Căn hộ (72-74 Võ Thị Sáu)” theo Văn bản số 3592/SQHKT-QHKTT cấp ngày 17/12/2010. Pháp lý xây dựng: Giấy phép xây dựng số 54/GPXD được cấp ngày 24/08/2023: Được phép xây dựng công trình văn phòng cao 22 tầng + 3 hầm + mái che thang với MĐXD: 47.6% và Hệ số sử dụng đất: 10 lần. Đề xuất pháp lý: - Mục tiêu: Xây dựng, vận hành Văn phòng mà vẫn giữ được mục đích Đất ở lâu dài. - Cách thức để giữ lại mục đích Đất ở lâu dài: + Đại diện mộ --- [2024-01-03 | BDS-MASTER-0166] [2024-01-03] Thao L - INVT 1/3/2024 9:11 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 72-74 Võ Thị Sáu, phường Tân Đ"
BDS-CURATED-0141,tiếp giáp mặt tiền đường Phan Văn Hớn,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,,,"[] P.ĐT báo cáo nhanh anh Mr Mike1 -CEO về định giá dự án 1,6ha Phan Văn Hớn, phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh (nguồn anh Tâm – Phó Chủ tịch) như sau: 1/ Vị trí: - Dự án tiếp giáp mặt tiền đường Phan Văn Hớn, cách giao lộ đường Phan Văn Hớn và Trường Chinh khoảng 1km + Cách Sân bay Tân Sơn Nhất khoảng 3,5km + Cách ga Deport Tham Lương khoảng 1km 2/ Hiện trạng: Có nhà xưởng trên đất – Đất sạch 3/ Cơ sở pháp lý: Dự án đã có quyết định chủ trương đầu tư và cũng có thể có quy hoạch 1/500. Nhưng không được cung cấp 3.1/ Pháp lý đất: Đã có GCN quyền sử dụng đất; Chiều dài mặt tiền: 41m, chiều sâu: 227m Cơ cấu sử dụng đất: Tổng diện tích 16.471,8 Đất ở 197 Đất HNK 16.274,8 3.2/ Pháp lý quy hoạch: Theo thông tin quy hoạch Thành phố Hồ Chí Minh Đồ án ""Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường Tân Thới Nhất (Khu 2), Quận 12"" đã được UBND Quận 12 phê duyệt tại Quyết định số 628/QĐ- UBND-ĐT ngày 23/12/2008 - Mật độ xây dựng: 40% - Hệ số sử dụng đất: 4.0 - Tầng cao: 2 – 15 tầng - Dân số: 572 dân 4/ Phương pháp định giá 4.1/ Phương pháp Thị trường: Giá trị định giá: 350 tỷ (21tr/m²) 4.2/ Phương pháp dòng tiền chiết khấu (DCF) Do hồ sơ phá"
