curated_id,project_name,entity_type,entity_valid_for_project_map,entity_classification_note,source_excerpt
BDS-CURATED-0050,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về phương án khai thác kinh doanh 03 tài sản tại TPHCM gồm 391A Nam Kỳ Khởi Nghĩa, 728 Cách Mạng Tháng Tám, Đường 12 An Phú, Quận 2 như sau: A TỔNG QUAN 03 KHU ĐẤT: Vị trí và ranh: Bản đồ 3 tài sản tại TPHCM - Google My Maps Tổng quan về chỉ tiêu QH và phương án kinh doanh đề xuất: Giả định tính toán: + Nghĩa vụ tài chính về đất (như tiền thuê đất, tiền đất bổ sung) phòng tạm chưa đưa vào do thông tin về hồ sơ pháp lý về đất đang còn hạn chế (anh Thới chỉ cung cấp loại đất và giá vốn mua) . + Tỷ lệ lấp đầy: ổn định 80% từ năm khai thác thứ 3 trở đi ~ 2029 cho cả 3 dự án. B - HIỆU QUẢ ĐẦU TƯ: 1/Khu đất 728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT): 407 tỷ đồng (CP mua đất 297 tỷ đồng ~ 204 tr/m2, loại đất TMDV, CPXD 108 tỷ đồng, suất vốn All in ~ 10 triệu đồng/m2 chưa VAT). Kinh doanh: Giá cho thuê do R&D đề xuất là 15 USD/m2/tháng chưa VAT, chưa phí quản lý; Chỉ số tài chính: IRR~ 5,1% 2/Khu đất 391A Nam Kỳ Khởi Nghĩa - Phương án 1: Tổng mức đầu tư (Chưa VAT): 440 tỷ đồng (CP mua đất 255 tỷ đồng ~ 164 tr/m2, loại đất TMDV, CPXD 150 tỷ đồng, suất vốn All in ~ 10,1 triệu đồng/m2 chưa VAT). Kinh doanh: Giá cho thuê do R&D đề xuất là 18 USD/m2/tháng ch"
BDS-CURATED-0129,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-11-27] Trieu Nguyen-PTDT 11/27/2023 3:01 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo Thu gom quỹ đất thuộc phường Bình Chiểu, Thủ Đức, TPHCM: I/ Vị trí: + Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án: Khu đất tiếp giáp đường 4A (đoạn đã mở rộng lộ giới khoảng 23m). Tuy nhiên, các tuyến đường chính kết nối đến khu đất vẫn chưa hoàn thành mở rộng hoặc dự phóng theo Quy hoạch, cụ thể: + Tại phía Đông của khu đất: Chưa đấu nối Đoạn đường 4A ra đường Ngô Chí Quốc + Tại phía Tây của khu đất: Các tuyến đường LKV9 và đường Vĩnh Phú 32 vẫn chưa hoàn thành để đấu nối ra Quốc lộ 13 + Và một số tuyến đường nhỏ khác chưa được thực hiện III/ Quy mô, Quy hoạch và Hiện trạng: 1/ Tổng quy mô ước tính : khoảng 12,3ha (theo ranh Phòng PTQĐ cung cấp) 2/ Quy hoạch 1/2000: Quy hoạch chủ yếu là đất ở, bao gồm các ô quy hoạch: + Trọn các ô quy hoạch từ số 13 -> 18 : có quy mô 7,68ha, HSSD 7 lần, MĐXD 50%, 30 tầng cao tối đa, 8320 dân số + Một phần đất thuộc ô quy hoạch số 7 và 10 : có quy mô 0,67 ha, HSSD 5 lần , MĐXD 60%, 15 tầng cao, 134 dân số + Có đất hạ t

---

[2023-11-27] Trieu Nguyen-PTDT 11/27/2023 3:01 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo Thu gom quỹ đất thuộc phường Bình Chiểu, Thủ Đức, TPHCM: I/ Vị trí: + Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án: Khu đất tiếp giáp đường 4A (đoạn đã mở rộng lộ giới khoảng 23m). Tuy nhiên, các tuyến đường chính kết nối đến khu đất"
BDS-CURATED-0139,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT nhận thấy dự án này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết, bao gồm: + Nguồn gốc đất ban đầu gồm đất bồi thường (89,166,3 m2) và UBND xã quản lý: 1.443,8 m2. Chưa xác định được hiện trạng mục đích sử dụng đất đã bồi thường. + Chồng ranh quy hoạch với trường Nguyễn Bỉnh Khiêm (khoảng hơn 1460 m2): Chênh lệch về diện tích đất được giao 2005 (90.610,1 m2), diện tích lập quy hoạch 1/500 năm 2009 (92,075 m2), diện tích giao đất điều chỉnh năm 2010 (90.812 m2). Cần điều chỉnh lại 1/500. + Đến nay tháng 07/2025 có thể đã hết thời hạn thực hiện dự án. Khi hết hạn thực hiện dự án sẽ bị nhà nước thu hồi và không bồi hoàn. + Tính chất dự án: quy hoạch đầu tư xây dựng khu nhà ở công nhân và chuyên gia làm việc tại các KCN Nhơn Trạch - Đối với mục đích đầu tư xây dựng nhà ở cho công nhân và chuyên gia, sẽ bị hạn chế đối tượng khách hàng (Chỉ được bán nhà ở cho công nhân và chuyên gia). + Nhiều lần chủ đầu tư kiến nghị tính nghĩa vụ tài chính nhưng chưa được thống nhất. Đến nay vẫn chờ hướng dẫn của các Bộ/ ngành. II. ĐÁNH GIÁ ĐIỀU KIỆN CHUYỂN NHƯỢNG VÀ GIÁ CHÀO DỰ ÁN: Giá chào bán dự án bao gồm TSDĐ là 980 tỷ (~ khoảng 10.8tr/m2 đất toàn khu 90.812 m2). 

---

[] P.ĐT nhận thấy dự án này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết, bao gồm: + Nguồn gốc đất ban đầu gồm đất bồi thường (89,166,3 m2) và UBND xã quản lý: 1.443,8 m2. Chưa xác định được hiện trạng mục đích sử dụng đất đã bồi thường. + Chồng ranh quy hoạch với trường Nguyễn Bỉnh Khiêm (khoảng hơn 1460 m2): Chênh lệch về diện tích đất được giao 2005 (90.610,1 m2), diện tích lập"
BDS-CURATED-0123,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT đã so sánh đối chiếu danh sách từ 3 phụ lục trên với danh sách đấu giá năm 2025. Qua đó nhận thấy có 1 số khu đất được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác. Căn cứ vào vị trí, sự phát triển đô thị của một số khu vực, sự ưu tiên của Cơ quan NN trong triển khai đấu giá (phụ lục 2), phòng đầu tư đề xuất nghiên cứu các khu đất trong phạm vi thành phố Biên Hòa, Long Thành và Nhơn Trạch, cụ thể: - Khu đất khoảng 13,2 ha tại phường Trấn Biên (Khu nhà máy giấy Tân Mai) - Khu đô thị - thương mại - dịch vụ hỗn hợp (khu vực 1) khoảng 51,65 ha tại phường Trấn Biên (Đấu giá Q1/2026) - Khu đất 610.5 ha (thuộc khu A+B KĐT Long Thành) xã Bình An, Long Thành (Đang lập QH phân khu 1/2000, chưa GPMB) - Khu đất khoảng 329 ha (Khu E khu đô thị Long Thành) tại xã Long Thành (Đang lập QH phân khu 1/2000, chưa GPMB) * 2 khu đất thuộc KĐT Long Thành hiện chưa xác định được vị trí do đang điều chỉnh QH => Dựa vào quy mô và vị trí, P.ĐT đề xuất nghiên cứu sâu khu đất nhà máy giấy Tân Mai (13,2ha) P.Đầu tư đính kèm bản đồ định vị các khu đất đấu giá năm 2026 theo 3 phụ lục (chỉ lọc những khu đất có chức năng ODT, TMDV) và file ppt trình bày khu đất ưu tiên tiềm năn

---

[] P.ĐT đã so sánh đối chiếu danh sách từ 3 phụ lục trên với danh sách đấu giá năm 2025. Qua đó nhận thấy có 1 số khu đất được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác. Căn cứ vào vị trí, sự phát triển đô thị của một số khu vực, sự ưu tiên của Cơ quan NN trong triển khai đấu giá (phụ lục 2), phòng đầu tư đề xuất nghiên cứu các khu đất trong phạm vi thành phố Biên Hòa, Long Thành và Nhơn Trạch, cụ thể: - Khu đất khoảng 13,2 ha tại phường Trấn Biên (Khu nhà máy giấy Tân Mai) - Khu đô thị - thương mại - dịch vụ hỗn hợp (khu vực 1) khoảng 51,65 ha tại phường Trấn Biên (Đấu giá Q1/2026) - Khu đất 610.5 ha"
BDS-CURATED-0091,khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] K.ĐT báo cáo Sếp Admin 01 , về lô đất là... by Hoa D - CVDT, has an attachment. 5/27 9:18 AM Edited Hoa D - CVDT K.ĐT báo cáo Sếp Admin 01, về lô đất làm dự án khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng như sau: I SƠ BỘ VỀ DỰ ÁN Vị trí: Sở hữu vị trí mặt tiền hiếm có trên trục biển Võ Nguyên Giáp – trung tâm du lịch cao cấp Đà Nẵng, kết nối thuận tiện sân bay, trung tâm và Hội An. Pháp lý: Đất TMDV có thời hạn sử dụng lâu dài. Sổ bị cấp sai về thời hạn sử dụng đất nên khi xin dự án sẽ điều chỉnh lại còn 50 năm tới 2061. Quy hoạch: hiện đang giả định là 25 tầng, HS SDĐ: 14.7 II ĐÁNH GIÁ HIỆU QUẢ DỰ ÁN 1. Phương án Kinh Doanh: Dựa trên dự án KS Serene, Phòng đầu tư giả định như sau: 2. Dòng tiền dự án 3. Độ nhạy dự án Độ nhạy TMĐT/Phòng (VAT)/phòng và Giá thuê (VAT) Độ nhạy TMĐT/Phòng (VAT)/phòng và Giá mua đất Để IRR của dự án đạt 10% thì giá mua đất khoản 144 tỷ (Tương đương 129tr/m2) và TMĐT Phòng là 2.8 tỷ/key 2026.05.27_Bao cao Loi lo dat canh TMS.pdf

---

[] Wednesday, May 27 K.ĐT báo cáo Sếp Admin 01 , về lô đất là... by Hoa D - CVDT, has an attachment. 5/27 9:18 AM Edited Hoa D - CVDT K.ĐT báo cáo Sếp Admin 01, về lô đất làm dự án khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng như sau: I SƠ BỘ VỀ DỰ ÁN Vị trí: Sở hữu vị trí mặt tiền hiếm có trên trục biển Võ Nguyên Giáp – trung tâm du lịch cao cấp Đà Nẵng, kết nối thuận tiện sân bay, trung tâm và Hội An. Pháp lý: Đất TMDV có thời hạn sử dụng lâu dài. Sổ bị cấp sai về thời hạn sử dụng đất nên khi xin dự án sẽ điều chỉnh lại còn 50 năm tới 2061. Quy hoạch: hiện đang giả định là 25 tầng, HS SDĐ: 14.7 II ĐÁNH GIÁ HIỆU QUẢ DỰ ÁN 1. Phương án Kinh Doanh: Dựa trên dự án KS Serene, Phòng đầu tư giả định như sau: 2. Dòng tiền dự án 3. Độ nhạy dự án Độ nhạy TMĐT/Phòng (VAT)/phòng và Giá thuê (VAT) Độ nhạy TMĐT/Phòng (VAT)/phòng và Giá mua đất Để IRR của dự án đạt 10% thì giá mua đất khoản 144 tỷ (Tương đương 129tr/m2) và TMĐT Phòng là 2.8 tỷ/key 2026.05.27_Bao cao Loi lo dat canh TMS.pdf"
BDS-CURATED-0095,thuộc trường hợp giao đất không thông qua đấu giá quyền sử dụng đất - Hồ sơ pháp lý,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-08-07] Sinh Nguyen-Dau Tu 8/7/2023 4:30 PM Edited K.ĐT báo cáo anh Tuan Tran-CEO dự án 2.3ha KDC Thuận Hưng Bình Điền (với giá chào 200 tỷ), mặt tiền đường Nguyễn Văn Linh, xã An Phú Tây, huyện Bình Chánh, TP.HCM như sau: 1/ Vị trí Cách Chợ Đầu Mối Bình Điền khoảng 400m Cách ranh Quận 8 và huyện Bình Chánh khoảng 150m Cách UBND huyện Bình Chánh khoảng 3,2km Cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km 2/ Hiện trạng: Toàn bộ khu đất đã có hoàn tất bồi thường giải phóng mặt bằng và bàn giao đất cho Cty Thuận Hưng. 3/ Pháp lý đất: Tổng diện tích 22.335m² - Nguồn gốc đất: do BQL Khu Nam GPMB bằng vốn ngân sách và giao lại cho Công ty Thuận Hưng (là một trong hai khu đất hoán đổi Khu đất của Công ty Thuận Hưng đã bị thu hồi làm Chợ Bình Điền) - Dự án thuộc trường hợp giao đất không thông qua đấu giá quyền sử dụng đất - Hồ sơ pháp lý: hiện Khu đất được Công ty Thuận Hưng quản lý – sử dụng thông qua Biên bản tạm giao ngày 19/10/2012 giữa Ban Bồi thường Huyện Bình Chánh – Ban Quản lý Khu Nam – Công ty Nam Sài Gòn – Công ty Thuận Hưng. - Chưa thực hiện được thủ tục “Quyết định giao đất” để có cơ sở triển khai các thủ tục tiếp theo - Về việc bố trí ""nhà ở xã hội"": Do dự án đã triển khai "
BDS-CURATED-0147,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2026-03-24] Tai L - UPDM 3/24/2026 9:59 AM Dự án Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính: Văn Phòng, Chung cư, Dịch vụ Dân số được duyệt: 1.672 người. Theo Quy hoạch phân khu được duyệt 15/6/2025 (mới nhất) là 1.488 người ( thấp hơn 184 người so với qhct 1/500 đã được phê duyệt) Khu này không thể chuyển chức năng từ văn phòng sang ở ---Lý do : + QH 1/500 trước đây đã phân khu các khu chức năng: Khu văn phong, khu ở, khu dịch vụ + Dân số không còn Làm cái file báo cáo, đưa bản vẽ và vị trí by Admin 01"
BDS-CURATED-0105,KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-12-03] Thao L - INVT 12/3/2022 12:01 PM K.ĐT gửi anh Tuan Tran-CEO báo cáo về Đề xuất Thực hiện Đầu tư Xây dựng KCN Nghĩa Sơn, tại Huyện Nghĩa Hưng, tỉnh Nam Định như sau: Khảo sát thực địa: Theo như giới thiệu của tỉnh, K.ĐT đã khảo sát thực địa và có các đánh giá khách quan về KCN Nghĩa Sơn như sau: Vị trí: Nằm giữa 2 đường trục Phát triển Cao Bồ - Nam Điền & DT490C. Quy mô: Dự kiến đang trình duyệt là 120ha (chưa có ranh chính xác). Tiềm năng: . Hiện trạng quỹ đất đang là đất lúa với từng ô lớn, thuận tiện cho công tác đền bù giải phòng mặt bằng. . Đơn giá đền bù khu vực còn thấp (~200.000VNĐ/m2), vẫn còn dư địa để phát triển so với các tỉnh đã đi khảo sát Bắc Ninh, Hải Phòng… . Nằm trên đường trục Phát triển kết nối lên Cao tốc Ninh Bình – Hải Phòng – Quảng Ninh hướng về phía Bắc: 4 km và kết nối CT01 (Cao tốc Bắc –Nam). . Hướng về Phía Nam của Huyện là Khu Kinh tế Ninh Cơ Quy mô 56.000 ha. Và Dự án KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu tư với TMĐT là 98.000 tỷ, Nhà máy Sản xuất cấu kiện bê tông đúc sẵn đang triển khai với TMĐT là 900 tỷ và Cảng Chuyên dùng Xuân Thiện có TMĐT 35.000 tỷ. => Với trục cao tốc Cao tốc "
BDS-CURATED-0120,nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đấ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-03-15] Huy M - IM 3/15/2023 10:20 AM KĐT báo cáo CEO Tuan Tran-CEO đánh giá nhanh 12 lô đất anh Duy gửi của Sun Group tại Khu Đô thị ven sông Hoà Xuân - Cẩm Lệ - Đà Nẵng với mục đích làm Khu Chung cư cao tầng. Về Pháp lý đất: Theo GCNQSDĐ được cung cấp (2 lô đại diện): + Diện tích: ~ 5.000 m2 + Mục đích sử dụng: Đất cơ sở sản xuất kinh doanh + Thời hạn: Lâu dài + Nguồn gốc đất: Nhà nước giao đất có thu tiền sử dụng đất. + Cấp ngày 15/06/2011 Với mục đích sử dụng đất vẫn còn là đất SKC chưa chuyển mục đích sang đất ở, trong trường hợp thực hiện dự án nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đất này Về pháp lý quy hoạch: + Theo thông tin QH đối tác cung cấp tại văn bản số 3175 ngày 03/05/2019 của SXD Đà Nẵng, các khu đất trên phần lớn có hệ số sử dụng đất từ 14 đến 18 lần, Theo QC 01/2021 hiện nay thì hệ số sử dụng đất tối đa là 13 lần. Các khu đất này không thuộc trường là các công trình điểm nhấn tại Đà Nẵng để được áp dụng điều kiện ngoại lệ nên khi triển khai sẽ phải bị điều chỉnh về lại tối đa không quá 13 lần. + Sau khi Phòng PLDA dự án rà soát nhanh với SXD Đà Nẵng thì các khu đất trên trong QH phân khu (QH 1.2000) kh"
BDS-CURATED-0151,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án – PA vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 19,97% Kịch bản độ nhạy THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án - Vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 9,22% Kịch bản độ nhạy 2 chiều Sau khi tính toán hiệu quả theo PA Kinh doanh A.Cường. P.ĐT có xem số liệu hệ thống Khách sạn Đà Nẵng tại Tập đoàn. Trong đó, Khách sạn Yarra kinh doanh hiệu quả nhất với GOP đạt 40% và EBITDA/Rev đạt 36% nên P.ĐT có tính toán thêm một PA thận trọng với GOP mỗi năm đạt 40%. THEO

---

[] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án – PA vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 19,97% Kịch bản độ nh"
BDS-CURATED-0045,từ đường Đặng Văn Trơn và giá chào đã bao gồm phần đất này,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-09-26] Thao L - INVT 9/26/2022 5:32 PM Edited Giá bán sản phẩm: (Dựa vào giá thị trường cơ sở hiện tại là 58tr/m2 đất vào năm 2022). + Đất ở thương mại: 77tr/m2 đất và 8,7tr/m2 sàn (2025-2026). + Đất ở nội khu: 70tr/m2 đất và 8,7tr/m2 sàn (2025-2026). + NOXH: 8.35tr/m2 sàn NOXH (2025-2026). + Tạm định giá đầu ra phần đất nông nghiệp (QH đất ở hiện hữu chỉnh trang): 14tr/m2 đất. Hiệu quả tài chính: Tỷ lệ LNTT/TMĐT: 15,5% với Lợi nhuận trước thuế là 559,5 tỷ đồng. Kết luận: + Để nhận chuyển nhượng quỹ đất với điều kiện tiên quyết là đối tác đã có sẵn phần đất QH đường kết nối vào dự án từ đường Đặng Văn Trơn và giá chào đã bao gồm phần đất này. + Để dự án đạt tỷ lệ LNTT/TMĐT là 20% khi tổng giá trị đền bù và chuyển nhượng đất là 1.249 tỷ cho tổng diện tích là 15,8ha (tương đường 7,8tr/m2) Link hồ sơ: https://belgroupvn-my.sharepoint.com/:f:/g/personal/trieunguyenptdt_beegroup1_com/Eh5s-UJUAA5Dj7zBlCHOr6sBjBcXKcYtt1vQQZsXESWpTA?e=T5Rb7Y Link vị trí: https://goo.gl/maps/dSeYp8x6gD6nWQJo7 BC Hiệp Hòa.pdf"
BDS-CURATED-0168,chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Báo cáo anh Mr Mike1 -CEO, Phòng Đầu tư xin báo cáo tóm tắt định giá sơ bộ công ty HDC Tương tự DIG, đối với HDC cũng sẽ áp dụng phương pháp đánh giá tài sản sòng bằng việc xác định lại giá trị của các dự án/quỹ đất của HDC được ghi nhận trên BCTC a. Thông tin Công ty: - Tên công ty: Công ty Cổ phần Phát triển Nhà Bà Rịa – Vũng Tàu - Vị trí trụ sở: 36 Nguyễn Thái Học, P.7, Tp.Vũng Tàu - Thị giá cổ phiếu (07/05/2025): 23.400 đồng/cp - Số lượng cổ phiếu lưu hành: 178.354.966 cổ phần b. Các giả định trong bài tính - Đối với dự án chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá trị thị trường của loại đất lúa/CLN/HNK tùy vào địa hình quỹ đất. - Giá trị ghi nhận khoản mục chi phí đầu tư xây dựng và phát triển dự án trong hàng tồn kho là chi phí đã đầu tư tương ứng với diện tích đã bồi thường GPMB/đã hoàn thành nhận chuyển nhượng được công bố trong bản cáo bạch/BCTC/BCTN. - Đối với các dự án đã triển khai GPMB, xây dựng và bán hàng 1 phần hoặc toàn bộ => tạm ghi nhận giá trị trong BCTC (hàng tồn kho và phải thu). Để xác định giá trị hiện tại cần tìm hiểu chi tiết hiện trạng dự án (pháp lý đất, xây dựng, bán hàng) - Đối với dự 

---

[] Báo cáo anh Mr Mike1 -CEO , Phòng Đầu tư xin báo cáo tóm tắt định giá sơ bộ công ty DIG Do đặc thù DIG là công ty BĐS, phương pháp đánh giá tài sản sòng bằng việc xác định lại giá trị của các dự án/quỹ đất của DIG được ghi nhận trên BCTC sẽ đảm bảo phù hợp giá trị công ty a. Thông tin Công ty: - Tên công ty: Tổng công ty Cổ phần Đầu tư Phát triển Xây Dựng - Vị trí trụ sở: 15 Thi Sách, P.Thắng Tam, Tp.Vũng Tàu - Thị giá cổ phiếu (18/04/2025): 15.650 đồng/cp - Số lượng cổ phiếu lưu hành: 609.581.995 cổ phần b. Các giả định trong bài tính - Đối với dự án chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá trị thị trường của loại đất lúa/CLN/HNK tùy vào địa hình quỹ đất. - Giá trị ghi nhận khoản mục chi phí đầu tư xây dựng và phát triển dự án trong hàng tồn kho là chi phí đã đầu tư tương ứng với diện tích đã bồi thường GPMB/đã hoàn thành nhận chuyển nhượng được công bố trong bản cáo bạch/BCTC/BCTN. - Đối với các dự án đã triển khai GPMB, xây dựng và bán hàng 1 phần hoặc toàn bộ => tạm ghi nhận giá trị trong BCTC (hàng tồn kho và phải thu). Để xác định giá trị hiện tại cần tìm hiểu chi tiết hiện trạng dự án (pháp lý đất, xây dựng"
BDS-CURATED-0034,Bãi Container & Dịch vụ Cảng (Diện tích 31 ha) với giá chào 2 trđ/m2 tại Phước Hòa,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-08-09] Quy Vo-PTDT 8/9/2022 2:33 PM 2. Dự án Bãi Container & Dịch vụ Cảng (Diện tích 31 ha) với giá chào 2 trđ/m2 tại Phước Hòa, Phú Mỹ, Bà Rịa Vũng Tàu 2.1 Về Pháp lý Dự án: - Dự án đã có chủ trương đầu tư, GCN quyền sử dụng đất (Đất SXKD, thời hạn đến năm 2061, thuê đất đóng tiền 1 lần), chưa có Giấy phép xây dựng. 2.2 Về vị trí và kết nối, tiềm năng hạ tầng: - Dự án nằm trong khu bến cảng Cái Mép – Thị Vải (thuộc cảng biển Bà Rịa – Vũng Tàu một trong 2 cảng biển loại đặc biệt lớn nhất cả nước, cùng với Cảng biển Hải Phòng), dự án khu bến cảng Cái Mép khoảng 1.5km, tiếp giáp với đường 991B(đường quy hoạch) kết nối đến đường Liên Cảng Cái Mép, dự án kết nối với Cao tốc Bến Lức Long Thành thông qua cầu Phước An (dự kiến cao tốc sẽ được hoàn thành vào 2025); từ dự án kết nối thuận lợi với Quốc Lộ 51, Cao tốc Biên Hòa – Vũng Tàu thông qua đường 991B. - Tiềm năng hạ tầng: Hạ tầng giao thông (cao tốc, sân bay, đường kết nối) sẽ hoàn thành trong giai đoạn 2025 – 2026; các KCN mới ở Bà Rịa – Vũng Tàu, Đồng Nai; ngành logistic hấp dẫn nhiều nhà đầu tư, vận tải đường thủy được Nhà nước chú trọng phát triển sẽ đưa Cụm cảng Cái Mép – Thị Vải sẽ thành cửa ngõ giao thương quốc tế. 2.3 Chức năng của d"
