curated_id,current_dirty_name,extracted_parent_name,confidence,alternatives,cleaning_notes,source_excerpt
BDS-CURATED-0096,được chào về tại Bình Dương,đầu tư 3) Pháp lý đầu tư,7,,narrative_sentence_name,"[2022-07-28] Thao L - INVT 7/28/2022 5:04 PM K.ĐT gửi anh báo cáo nhanh 02/06 dự án được chào về tại Bình Dương: A/ Dự án Victory Hoàn Cầu tiếp giáp đường Bình Chuẩn 69, Bình Chuẩn, Thuận An, Bình Dương với giá chào chuyển nhượng là 400 tỷ có tổng diện tích là 1.36ha đất nông nghiệp, diện tích hữu dụng là 1.25ha (tương đương 32tr/m2 diện tích hữu dụng). 1) Vị trí và hiện trạng: - Hiện trạng dự án là nhà xưởng bề rộng tiếp giáp đường Bình Chuẩn 69 khoảng 100m. - Dự án có 02 lối tiếp cận: + Tiếp giáp Đường Bình Chuẩn 69: bề rộng nhỏ (chỉ vừa 1 oto, rộng khoảng 4-5m); + Đường Bình Chuẩn 62: dự án có một đường dẫn từ Bình Chuẩn 62 vào dự án rộng khoảng 9m, sâu 100m. 2) Pháp lý đất: - Được duyệt đăng ký sử dụng đất - Được chấp thuận nhận chuyển nhượng QSDĐ nông nghiệp để thực hiện dự án đầu tư 3) Pháp lý đầu tư: - Chưa có thông tin - Đang lập hồ sơ xin chủ trương đầu tư. 4) Pháp lý quy hoạch: - Chưa có thông tin từ đối tác cung cấp. - Theo QHSDĐ tỉnh BD: Đất ở. - Theo QHXD: Đất công nghiệp có MĐXD: 50-80%, tầng cao XD: 5 tầng. 5) Pháp lý xây dựng: - Chưa có thông tin. 6) Sản phẩm phát triển - Chưa có thông tin sản phẩm cụ thể (Căn hộ và thương mại dịch vụ). 7) Đề xuất: KĐT đề không tham gia chuyển n"
BDS-CURATED-0107,Khu đất Ngô Chí Quốc Bình Chiểu Thủ Đức,"đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức – nguồn Mr. Duy",9,,insufficient_project_evidence,"[2023-08-03] Thao L - INVT 8/3/2023 2:18 PM Edited K.ĐT gửi anh Tuan Tran-CEO báo cáo dự án đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức – nguồn Mr. Duy như sau: 1. THÔNG TIN KHU ĐẤT 1.1. Vị trí và hiện trạng: a. Vị trí: - Vị trí: Khu đất nằm trên mặt tiền đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức, TPHCM. - Link map: https://goo.gl/maps/Empzn8zwhyULFrqV8 - Khu đất có vị trí nằm trong phần địa giới TP.HCM giáp ranh tỉnh Bình Dương: + Cách nút giao Gò Dưa và đường quy hoạch Vành Đai 2 khoảng 3Km. + Cách Quốc lộ 13 khoảng 2Km. + Cách Dự án Phú Quang một con rạch. + Đối diện Khu chế xuất Linh Trung 2. + Cách khu nghĩa trang Gò Đình khoảng 400m. b. Hiện trạng: Đa phần là đất lúa và đất vườn. 1.2. Quy hoạch và mục tiêu đề xuất: a. Quy hoạch: - Theo QH 1/10.000 (được Mr. Duy cung cấp): Khu đất nghiên cứu được quy hoạch là ĐẤT KHU ĐÔ THỊ HỖN HỢP CẢI TẠO CHỈNH TRANG HOẶC TÁI PHÁT TRIỂN – CÓ THỂ BAO GỒM CÁC KHU VỰC PHÁT TRIỂN MỚI (có thể sử dụng cho một hoặc nhiều trong số các chức năng: nhà ở, dịch vụ, CTCC, sản xuất gạch, giáo dục chuyên nghiệp, cơ quan hành chính, văn phòng, tôn giáo, cây xanh đô thị, hạ tầng đô thị,… không gây ô nghiễm môi trường): - Theo QH 1/2.000 khu đất phía trên được quy hoạch chi tiết --- [] Thao L - INVT 3/23 11:45 AM Translate K.ĐT gửi lại anh Admin 01 báo cáo dự án đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức – nguồn Mr. Duy như sau: 1. THÔNG TIN KHU ĐẤT 1.1. Vị trí và hiện trạng: a. Vị trí: - Vị trí: Khu đất nằm trên mặt tiền đường Ngô Chí Quốc, Bình Chiểu, Thủ Đức, TPHCM. - Link map: https://goo.gl/maps/Empzn8zwhyULFrqV8 - Khu đất có vị trí nằm trong phần địa giới"
BDS-CURATED-0105,KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t,khách quan về KCN Nghĩa Sơn,8,,name_missing_or_sentence,"[2022-12-03] Thao L - INVT 12/3/2022 12:01 PM K.ĐT gửi anh Tuan Tran-CEO báo cáo về Đề xuất Thực hiện Đầu tư Xây dựng KCN Nghĩa Sơn, tại Huyện Nghĩa Hưng, tỉnh Nam Định như sau: Khảo sát thực địa: Theo như giới thiệu của tỉnh, K.ĐT đã khảo sát thực địa và có các đánh giá khách quan về KCN Nghĩa Sơn như sau: Vị trí: Nằm giữa 2 đường trục Phát triển Cao Bồ - Nam Điền & DT490C. Quy mô: Dự kiến đang trình duyệt là 120ha (chưa có ranh chính xác). Tiềm năng: . Hiện trạng quỹ đất đang là đất lúa với từng ô lớn, thuận tiện cho công tác đền bù giải phòng mặt bằng. . Đơn giá đền bù khu vực còn thấp (~200.000VNĐ/m2), vẫn còn dư địa để phát triển so với các tỉnh đã đi khảo sát Bắc Ninh, Hải Phòng… . Nằm trên đường trục Phát triển kết nối lên Cao tốc Ninh Bình – Hải Phòng – Quảng Ninh hướng về phía Bắc: 4 km và kết nối CT01 (Cao tốc Bắc –Nam). . Hướng về Phía Nam của Huyện là Khu Kinh tế Ninh Cơ Quy mô 56.000 ha. Và Dự án KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu tư với TMĐT là 98.000 tỷ, Nhà máy Sản xuất cấu kiện bê tông đúc sẵn đang triển khai với TMĐT là 900 tỷ và Cảng Chuyên dùng Xuân Thiện có TMĐT 35.000 tỷ. => Với trục cao tốc Cao tốc"
BDS-CURATED-0046,2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung),chưa đạt hiệu quả. Đính kèm Báo cáo thị trường P.RD 0605_MAN THAI_DA NANG,7,,report_or_scenario_subject,"[2025-06-05] Thao L - INVT 6/5/2025 5:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án 2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung) như sau: 1. THÔNG SỐ QUY HOẠCH 2. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 3. DOANH THU a. Bán hàng – RD đề xuất - Đơn giá bán căn hộ trung bình tại thời điểm cuối 2026 (gồm VAT): 70tr/m2 ~ 770 tỷ b. Vận hành – Mr. David đề xuất - Đơn giá thuê khách sạn/đêm tại thời điểm 2026 (chưa VAT): 2.05tr/phòng/đêm - Đơn giá thuê khách sạn/đêm tại thời điểm 2029 (gồm VAT): 2.4tr/phòng/đêm - Tỷ lệ lấp đầy: 70% - %EBITDA: 33% - 37% 4. CHI PHÍ - chưa bao gồm TSDĐ bổ sung - Đơn giá đất: 250tr/m2 ~ 692 tỷ - Chi phí pháp lý + Nhà mẫu (gồm VAT): 77 tỷ - Đơn giá xây dựng trung bình cả dự án (gồm VAT) giai đoạn cuối 2026 - 2028: 24tr/m2 ~ 1,160 tỷ . SĐT phòng khách sạn (gồm VAT): 2.5tỷ/key . SĐT diện tích xây dựng chung cư (gồm VAT): 15tr/m2 - Chi phí bán hàng: 15% Doanh thu bán hàng - Chi phí vận hành: 67% - 63% 5. HIỆU QUẢ TÀI CHÍNH Dự án không đạt hiệu quả tài chính với IRR = 4.8% Vì thế, với phương án Quy hoạch đề xuất hiện tại (chưa bao gồm TSDĐ bổ sung) Dự án chưa đạt hiệu quả. Đính kèm Báo cáo thị trường P.RD 0605_MAN THAI_DA NANG (1).pdf 2025.06.05_FS_2769Ho --- [2025-06-05] Thao L - INVT 6/5/2025 5:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án 2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung) như sau: 1. THÔNG SỐ QUY HOẠCH 2. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 3. DOANH THU a. Bán hàng – RD đề xuất - Đơn giá bán căn hộ trung bình tại thời điểm cuối 2026 (gồm VAT): 70tr/m2 ~ 770 tỷ b. Vận hành – Mr. David đề xuất - "
BDS-CURATED-0120,nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đấ,rà soát nhanh với SXD Đà Nẵng thì các khu đất trên trong QH phân khu,7,,name_missing_or_sentence,"[2023-03-15] Huy M - IM 3/15/2023 10:20 AM KĐT báo cáo CEO Tuan Tran-CEO đánh giá nhanh 12 lô đất anh Duy gửi của Sun Group tại Khu Đô thị ven sông Hoà Xuân - Cẩm Lệ - Đà Nẵng với mục đích làm Khu Chung cư cao tầng. Về Pháp lý đất: Theo GCNQSDĐ được cung cấp (2 lô đại diện): + Diện tích: ~ 5.000 m2 + Mục đích sử dụng: Đất cơ sở sản xuất kinh doanh + Thời hạn: Lâu dài + Nguồn gốc đất: Nhà nước giao đất có thu tiền sử dụng đất. + Cấp ngày 15/06/2011 Với mục đích sử dụng đất vẫn còn là đất SKC chưa chuyển mục đích sang đất ở, trong trường hợp thực hiện dự án nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đất này Về pháp lý quy hoạch: + Theo thông tin QH đối tác cung cấp tại văn bản số 3175 ngày 03/05/2019 của SXD Đà Nẵng, các khu đất trên phần lớn có hệ số sử dụng đất từ 14 đến 18 lần, Theo QC 01/2021 hiện nay thì hệ số sử dụng đất tối đa là 13 lần. Các khu đất này không thuộc trường là các công trình điểm nhấn tại Đà Nẵng để được áp dụng điều kiện ngoại lệ nên khi triển khai sẽ phải bị điều chỉnh về lại tối đa không quá 13 lần. + Sau khi Phòng PLDA dự án rà soát nhanh với SXD Đà Nẵng thì các khu đất trên trong QH phân khu (QH 1.2000) kh"
BDS-CURATED-0043,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,khu mặt tiền đường Ngô Chí Quốc,10,,report_or_scenario_subject,"[] Dạ P.ĐT báo cáo sếp Admin 01 cập nhật dự án khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu. Theo QH PK3 được duyệt 2025, quỹ đất quan tâm thuộc ô đất OD-1, MN-1 và CX-2 (thuộc Đơn vị ở 1), trong đô ô OD-1 (diện tích PHQH 2.15ha) có các thông số sau: + Dân số 1.300 (tăng 800 dân so với QH cũ), + Tầng cao: 30 (không đổi) + Hệ số: 7 (không đổi) * ô MN-1 và CX-2 vẫn có chức năng giáo dục và cây xanh (không đổi) A/Phương án hỗn hợp thấp tầng (tối ưu số dân 1.300, hệ số sdđ đạt 3.1): 1. Quy mô: Gồm 1 block chung cư hỗn hợp 24 tầng (căn hộ, officetel, shop TM và sàn TTTM) và 67 căn nhà phố 2. PA đầu tư: a) Giả định kinh doanh: + Giá bán căn hộ: 61 tr/m2 (chưa V, tim tường) + Giá bán shop TM: 70 tr/m2 (chưa V, tim tường) + Giá bán officetel: 55 tr.m2 (chưa V, tim tường) + Sàn TTTM: cho thuê sỉ giá 10$/m2/tháng + Nhà trẻ: Cho thuê giá 4$/m2/tháng. + Giá bán nhà phố: 100tr/m2 (gồm nhà và đất) (trong đó giá đất: 75.4tr/m2) b) Giả định chi phí: + Suất xây dựng cao tầng: 15tr/m2 (gồm V, allin) + Suất xây dựng thấp tầng (1 trệt 2 lầu): 7tr/m2 (gồm V, all-in, xây hoàn thiện mặt ngoài, thô bên trong) +Chi phí bán hàng: 18%/doanh thu + Lãi suất: 12%/năm + Tiền"
BDS-CURATED-0093,không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đ,tài chính với giá chào chuyển nhượng là 280 tỷ đồng,8,thành phần. * Nguồn dự án | khi chủ trương đầu tư dự án được phép phân lô bán nền. - Giả định | không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng,name_missing_or_sentence,"[2022-12-14] Thao L - INVT 12/14/2022 11:09 AM Kết luận: - Dự án không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đạt hiệu quả tài chính thì giá nhận chuyện nhượng dự án từ 204 tỷ đồng (~1,34tr/m2; IRR:20%) – 250 tỷ đồng (~1,65tr/m2; IRR:15%) chưa bao gồm tiền CMĐSDĐ.. Ghi chú: - Chỉ nhận chuyển nhượng dự án khi chủ trương đầu tư dự án được phép phân lô bán nền. - Giả định: + Chủ trương đầu tư cho phép dự án phân lô bán nền => Phải hoàn thiện hạ tầng và xây dựng thô các tiện ích mới được sang tên GCNQSDĐ cho khách hàng (hiện nay các dự án ở Bình Phước chưa ra sổ, sang tên cho khách hàng vì chỉ hoàn thiện hạ tầng mà không hoàn thiện các tiện ích (TMDV, trường học, y tế, công cộng,…) kèm theo). + Quỹ đất dành cho NOXH chiếm 20% quỹ đất ở so với đối tác dự tính chỉ 10% quỹ đất ở + XD thô các công trình công công, TMDV => bán dự án thành phần. * Nguồn dự án: Ms. Xuân - Trường phòng Nguồn vốn. * Thông tin thị trường: Hỗ trợ P. R&D. * Link vị trí: https://goo.gl/maps/u7HMUhYJqdPGD9dz6 * Link hồ sơ: https://belgroupvn.sharepoint.com/:f:/s/BeeGroupCEOOffice-03.KhiuT/EtYngSxT-mdGhwMPwLcn5ssB6y44zSOy-E3U8Ny6gpGP9A?e=7lADhv Vị trí dự án: image by"
BDS-CURATED-0200,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư,7,,report_or_scenario_subject,"[2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất thế giới. vnexpress.net --- [2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất th"
BDS-CURATED-0155,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt,7,,name_missing_or_sentence,"[2023-06-23] Unknown User 6/23/2023 9:51 AM Này giờ xin chủ trương để đó 10-15 năm sau làm có vẻ ổn nhỉ, chứ giờ mà làm thì lỗ chết Đối với KCN Liễu Sơn - Thái Hoà 1 đã được Thủ tướng bổ sung vào quy hoạch KCN tỉnh Vĩnh Phúc từ năm 2009 (đã 14 năm). Có QH 1.2000 từ nằm 2013 (đã 10 năm). Vấn đề khó khăn nhất của dự án là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án nên dù đã có các pháp lý để thực hiện nhưng 10 – 14 năm nay có thể vì vấn đề này mà chưa triển khai được. Và vì là dự án thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt (nhà nước không can thiệp được theo hình thức cưỡng chế) sẽ dẫn chi phí GPMB cao và sẽ bị chôn vốn kéo dài cho vấn đề này. Do đó chi phí vốn của mình sẽ cao dẫn đến giá cho thuê đầu ra của mình khó cạnh tranh được trong khu vực. ok a by Unknown User"
BDS-CURATED-0156,theo Sổ cấp 2017 là 10,"khu đất 10,052.1 m2 tại 1691/3N",10,,chat_or_attachment_subject; narrative_sentence_name; insufficient_project_evidence,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 10,052.1 m2 tại 1691/3N (Quốc lộ 1A), P.An Phú Đông, Quận 12, TP HCM như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5 b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2017 là 10,052.1 m2, đất SKC, thời hạn sử dụng đất lâu dài (theo tham khảo"
BDS-CURATED-0143,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,kỳ vọng,8,và chạy độ nhạy như trên thì trong trường hợp dự án tiền đất khấu trừ tốt nhất | tiền đất khấu trừ tốt nhất | vẫn chưa đạt hiệu quả kỳ vọng,name_missing_or_sentence,"[] Phòng có chạy thêm độ nhạy theo 2 giả định: Cố định tiền sử dụng đất được khấu trừ ~ đơn giá 168 tr/m2: thay đổi giá bán căn hộ và thay đổi suất vốn đầu tư all-in thì dự án đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư xây dựng chưa VAT từ dưới 12,7 tr/m2 all in (Theo bảng độ nhạy, vùng tô vàng) 2. Cố định giá bán căn hộ ~ đơn giá 68,8 tr/m2: thay đổi đơn giá đất được khấu trừ và thay đổi suất vốn đầu tư all-in thì tại mức đơn giá được khấu trừ tối đa ~ 185 tr/,2 = đơn giá đất thặng dư là không đóng thêm tiền sử dụng đất bổ sung) thì tỷ lệ LNTT/TMĐT chỉ đạt 10,8%. (theo bảng độ nhạy) Theo kết quả tính FS và chạy độ nhạy như trên thì trong trường hợp dự án tiền đất khấu trừ tốt nhất (bằng với đơn giá đất tính thặng dư =>không đóng thêm tiền sử dụng đất, đây là giả định lạc quan, thực tế khó mà đạt được) thì dự án vẫn chưa đạt hiệu quả kỳ vọng (chỉ đạt 10,8%) tại mức giá bán căn hộ đề xuất ~ 68,8 tr (chưa VAT). Như vậy, để dự án đạt hiệu quả thì giá bán căn hộ mang tính quyết định ưu tiên, từ 75 tr/m2 chưa VAT và tiền sử dụng đất được khấu trừ cao nhất có thể (tối thiểu từ 168 tr/m2)"
BDS-CURATED-0154,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,Phía đối tác chào bán hiện trạng - Nguồn,7,,narrative_sentence_name,"[] Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
BDS-CURATED-0117,hạ tầng trọng điểm quốc gia đang được triển khai như Đường DT 770B (LG 60m) khởi công xây dựng Quý I-2024,"báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai",10,,name_missing_or_sentence; insufficient_project_evidence,"[2023-11-27] Sinh Nguyen-Dau Tu 11/27/2023 3:24 PM KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai: 1/ Hạ tầng giao thông 1.1/ Hạ tầng trọng điểm Đồng Nai: ● Giao thông: Cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa – Vũng Tàu, cao tốc Long Thành – Dầu Giây; Đường Vành Đai 3, đường Vành Đai 4; Đường Quốc lộ 51, đường DT770B, đường Nguyễn Ái Quốc (Đường 25C),… ● Sân bay quốc tế Long Thành ● Cảng quốc tế Cái Mép – Thị Vãi ● Đường sắt Biên Hòa – Vũng Tàu, Thủ Thiêm – Long Thành,… 1.2/ Hạ tầng khu vực nghiên cứu ● Cách nút giao cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa - Vũng Tàu và Quốc lộ 51C khoảng 9km (đi theo tuyến đường Quốc lộ 51C vào nút giao) ● Cách nút giao cao tốc Biên Hòa – Vũng Tàu và đường Nguyễn Ái Quốc (Đường 25C) khoảng 16km ● Tiếp giáp tuyến đường DT770B (QH dự kiến 60m), dự kiến khởi công Quý I/2024, kết nối 4 huyện (Định Quán, Thống Nhất, Cẩm Mỹ và Long Thành) và 1 Thành phố (Long Khánh) 2/ Phân tích Swot a/ Điểm mạnh: Giáp KCN Tân Hiệp – Bàu Cạn, quy hoạch KCN 2.627ha (KCN thuộc xã Tân Hiệp là 1.333ha) lớn thứ 2 tỉnh Đồng Nai và lớn thứ nhất huyện Long Thành; Giáp KCN Phước Bình, quy hoạch khoảng 1.000ha Nằm gần n"
BDS-CURATED-0216,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,phân lô bán nền,7,,narrative_sentence_name,"[2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dựa trên cơ sở: Diện tích đất ưu tiên <200m² Giá giảm sâu khoảng 15-20% so với năm ngoái đối với những tài sản bị vướng trả lãi vay ngân hàng và chứng khoán. Đồng thời, tính thanh khoản thấp, ít tin rao Tỷ lệ chênh lệch ±10% trên giá niêm yết phụ thuộc vào: Chủ đất có bán gấp hay không, gần các tiện ích,… Hiện Cầu Long Đại đã có những bước thi công trở lại, đặc biệt là đã nối 2 đầu cầu giữa địa phận phường Long Phước và Vinhomes Grand Park Dự án đường Vành đai 3 TP.HCM vừa được chính thức khởi công có đoạn đi qua địa bàn quận 9 (cũ) nay là TP. Thủ Đức. Những tuyến đường chính hiện hữu (đường nhỏ, 2 làn xe ngược chiều) được hưởng lợi trực tiếp từ tuyến đường Vành đai này như được giảm tải, mạng lưới giao thông thuận tiện dễ dàng kết nối với các vùng lận cận. Đường Nguyễn Duy Trinh đoạn từ Cao tốc đến đường Tam Đa có đơn gi --- [2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dự"
BDS-CURATED-0167,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,này à,7,,name_missing_or_sentence,[2023-06-01] Unknown User 6/1/2023 2:24 PM Ủa dự án The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam kết là có thể chuyển sang đất tmdv đóng tiền 1 lần được nhưng giờ cập nhật lại là chỉ được thuê trả tiền hàng năm. Với đất thuê trả tiền hàng năm thì phương án bán sản phẩm thu tiền một lần rất khó và cũng chưa gặp trường này trên thị trường và pháp lý để chuyển giao phần thuê đất cho người mua đối với đất thu tiền hàng năm hiện nay cũng chưa rõ ràng. 2. Dự án với mục đích phát triển du lịch nhưng lại không có mặt biển trực tiếp phải đi 500m mới ra tới. 3. Thời hạn sử dụng đến 2058 (còn 35 năm) triển khai hoàn tất cũng mất từ 3 - 5 năm nên thời hạn sử dụng còn lại chỉ được 30 năm sẽ rất kém khách. Qua những hạn chế trên thì P.DT đề xuất mình không tham gia dự án này à
BDS-CURATED-0218,rà soát và làm rõ các điểm pháp lý sau,A&K,7,không đạt được hiệu quả tài chính mong muốn. - Cách tính hiện tại,insufficient_project_evidence,"[2025-10-01] Thao L - INVT 10/1/2025 5:50 PM Translate Lưu ý: 1. Về tiền sử dụng đất: - TSDĐ là yếu tố ảnh hưởng trọng yếu đến hiệu quả tài chính của dự án. Với giá trị lớn, rủi ro tăng TSDĐ khiến dự án không đạt được hiệu quả tài chính mong muốn. - Cách tính hiện tại: P.ĐT đang tạm tính theo mức tối thiểu, với các giả định: + Thời điểm xác định là năm 2025. + Đơn giá TSDĐ được tính bằng 4 lần đơn giá Nhà nước đường Bình Chuẩn 67. Cơ sở: chênh lệch giữa đơn giá đất Nhà nước và đơn giá phê duyệt để tính TSDĐ của dự án A&K (Q1/2025) = 4 lần. - Rủi ro phát sinh làm tăng tiền sử dụng đất: + Theo timeline dự kiến tiền sử dụng sẽ được tính vào khoảng Q1.2026. Thời điểm này, có thể sẽ áp giá bán của các dự án mới với giá cao đã bán năm 2025 – 2026 gần PGK. + Hiện tại, giả định đang dùng tỷ lệ 4 lần đơn giá NN năm 2025 của Bình Dương (cũ). Tuy nhiên, thực tế cho thấy: . Bình Dương cũ: tỷ lệ tăng giá đất NN 2024–2025 không thay đổi. . TP.HCM cũ : tỷ lệ tăng giá đất NN 2024–2025 tăng mạnh nhiều lần. . Sau khi sáp nhập Bình Dương và TP.HCM, nhiều khả năng đơn giá NN tại Bình Dương sẽ tăng mạnh theo mặt bằng giá của TP.HCM, khó dự đoán chính xác => TSDĐ có thể tăng đột biến, ảnh hưởng nghiêm trọng đến hiệu"
BDS-CURATED-0084,Khách sạn 5 sao 12 Hùng Vương Đà Lạt,"Khách sạn 5 sao tại đường 12 Hùng Vương, TP Đà Lạt, Tỉnh Lâm Đồng",9,HIỆU QUẢ DỰ ÁN GIẢ ĐỊNH | Vị trí | GIẢ ĐỊNH,insufficient_project_evidence,"[] P.ĐT xin báo cáo Sếp Admin 01 về dự án Khách sạn 5 sao tại đường 12 Hùng Vương, TP Đà Lạt, Tỉnh Lâm Đồng như sau: I. SƠ BỘ VỀ DỰ ÁN Vị trí: 12 Hùng Vương, TP Đà Lạt, Tỉnh Lâm Đồng (Map: https://maps.app.goo.gl/6iyNdteYfVyyT9Xy9) Pháp lý: Đất ở, thời hạn sử dụng đất: lâu dài Quy hoạch: Được quy hoạch làm khách sạn 5 tầng + 2 hầm, tính theo phương án 159 phòng. II. ĐÁNH GIÁ HIỆU QUẢ DỰ ÁN GIẢ ĐỊNH: 1. Phương án kinh doanh (Theo anh David Cường) 2. Tổng Mức Đầu Tư Dự Án: Hiện chưa có TMĐT nên BP Đầu tư giả định gồm có CPXD và tiền đất Nhận xét: Do quỹ đất là đất TMDV có thời hạn sử dụng lâu dài, giá trị quyền sử dụng đất không bị giảm sau khi dự án khách sạn kết thúc vòng đời vận hành. Do đó Bộ phận đầu tư sẽ tính theo 2 phương án: Phương án có đất Phương án không có đất (đánh giá tỷ suất lợi nhuận dựa trên chi phí đầu tư xây dựng ban đầu) a) Hiệu quả 2 phương án b) Độ nhạy Độ nhạy TMĐT/Phòng (bao gồm VAT)/phòng và Giá thuê (bao gồm VAT) đối với PA bao gồm đất Độ nhạy TMĐT/Phòng (Bao gồm VAT)/phòng và Giá thuê (bao gồm VAT) đối với PA không bao gồm đất Ủa chỗ giá bán đất là sao nhỉ by Admin 01"
