master_id,project_name,category,latest_report_date,map_urls,location,province_city,district_area,source_files,source_excerpt
BDS-MASTER-0228,khác đang triển khai như Stown,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,,,,batch_392.txt,"[] P.ĐT lựa chọn giá đầu vào 50tr/m2 sau khi cân nhắc các dự án khác đang triển khai như Stown, Splus, Marina. Với giá trị khấu trừ tiền đất đợt 1 ước tính 1.592 tỷ, LUR phải đóng sẽ rơi vào khoảng 6.540 tỷ cho dự án này. Nếu áp giá bán hiện tại của Emerald 68 là ~ 63tr/m2 vào bài tính thặng dư thì LUR sẽ tiệm cận 10.000 tỷ. V LUR là 6.540 tỷ, nếu xét trên diện tích đất thương phẩm thì đơn giá tiền sử dụng đất ~ 65,5 tr./m2. Hiện tại đơn giá đất đường Vĩnh Phú 41 (đường lớn thuộc khu dân cư Vĩnh Phú cạnh dự án) là 6,62 tr./m2 Mặc dù vậy giá trị tiền sử dụng đất của dự án lớn như Phú Quang là một số liệu ước tính phức tạp và P.ĐT cho rằng con số này có tính tùy biến cao theo bối cảnh thị trường và cũng phụ thuộc việc triển khai của dự án được chia làm nhiều phân kỳ; Một vấn đề cần lưu ý nữa đó là giá trị tiền sử dụng đất mà đối tác sẽ đóng cho đợt giao đất lần đầu. Lưu ý thêm, là khoản ti"
BDS-MASTER-0498,không với những hạn chế ở trên,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,,Đồng Nai,,batch_100.txt,[] Phòng Đầu tư xin ý kiến chỉ đạo của Sếp về việc có tính FS dự án không với những hạn chế ở trên. Trân trọng. Bản đồ CC HaiSon - Huỳnh Văn Nghệ - Bửu Long - Đồng Nai www.google.com Thôi by Admin 01
BDS-MASTER-0379,này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM,google_my_maps_needs_open,2025-04-21,https://www.google.com/maps/d/edit?mid,,,,batch_440.txt,[2025-04-21] Huy M - IM 4/21/2025 8:41 AM Translate Cù Lao Phố của Sun Group đang làm Quy hoạch. Aeon mall đang xây. Dự án này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM
BDS-MASTER-0473,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,,Long AN,,batch_213.txt,"[] Dạ hiện P.ĐT và P.RD đã chốt các dự án tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán, tỷ lệ lắp đầy, dịch vụ, tiện ích và phối kết hợp với phòng QH và QS để rà soát lại tỷ lệ thương phẩm, khối lượng và chi phí xây dựng ạ Check thêm về phía Long AN, bình dương nữa by Admin 01"
BDS-MASTER-0179,tọa lạc,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,"dự án tọa lạc. Có một số đánh giá như sau: Vị trí xa trung tâm: đất cách trung tâm TPHCM khoảng 20 km nhưng thuộc về phía Tây, là khu vực mà tốc độ tăng trưởng kinh tế khá khiêm tốn trong lịch sử và tiềm năng phát triển",TPHCM,,batch_375.txt,"[] P.ĐT sau khi nghiên cứu hồ sơ pháp lý, vị trí dự án tọa lạc. Có một số đánh giá như sau: Vị trí xa trung tâm: đất cách trung tâm TPHCM khoảng 20 km nhưng thuộc về phía Tây, là khu vực mà tốc độ tăng trưởng kinh tế khá khiêm tốn trong lịch sử và tiềm năng phát triển trong tương lai cũng không lớn mạnh bằng các khu vực khác ở phía Đông cùng khoảng cách (như khu Đông phía Bình Dương, Đồng Nai). Hiện trạng khu đất còn thưa thớt: dân cư, xung quanh bán kính trong vòng 05km chưa có nhiều tiện ích như trung tâm thương mại, bệnh viện, trường học quốc tế vẫn đang trong quá trình triển khai, chưa đáp ứng đầy đủ như cầu tiện ích của cư dân. Hiện trạng kết nối giao thông tại đường Thế Lữ dưới 13m (đường hiện hữu khoảng 6m-8m), chưa có đường Quy hoạch nào trọng điểm trong khu vực nên không có ưu thế về mặt giao thông. Dự án có diện tích nhỏ (6.364,7m2) nên khó có thể bố trí 20% quỹ đất OTM thấp tầ"
BDS-MASTER-0481,xung quanh do phòng R&D tổng hợp,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing,,,,batch_035.txt,[] Hanh T - INVT 6/11 4:33 PM Translate Xin gửi Sếp giá căn hộ các dự án xung quanh do phòng R&D tổng hợp. Tổng hợp thị trường căn hộ cùng phân khúc gần DA VVK.pdf image by Hanh T - INVT
BDS-MASTER-0080,~38ha,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,"và ranh đất: https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105… Đường Lạc Hồng (xã Thạnh Lộc, H. Châu Thành, tỉnh Kiên Giang, nay là xã Thạnh Lộc. tỉnh An Giang). Pháp lý",,,batch_212.txt,"[] Hanh T - INVT 3/6 1:23 PM Edited Translate P. Đầu tư báo cáo Sếp Admin 01 về khu đất 35ha tại Kiên Giang (thuộc Châu Thành giáp ranh TP Rạch Giá), từ công ty CKG như sau: 1. Sơ bộ về khu đất: Vị trí và ranh đất: https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105… Đường Lạc Hồng (xã Thạnh Lộc, H. Châu Thành, tỉnh Kiên Giang, nay là xã Thạnh Lộc. tỉnh An Giang). Pháp lý: Tổng diện tích đất khoảng 35ha/38,8ha lập dự án, chủ yếu là đất lúa. Hiện chưa lập dự án, định hướng xin Quyết định chủ trương đầu tư theo hướng tự thỏa thuận quyền sử dụng đất và vận dụng thí điểm diện tích mua gom >75% diện tích đất lập dự án ~38ha. Quy hoạch: Phòng Quy Hoạch tạm áp theo QH chung (do chưa có QH phân khu tại khu vực này sau khi sát nhập). Tổng diện tích dự án 38,8 ha,đất ở (bao gồm đất NOXH) là khoảng 60%, ~ 23,3 ha. Diện tích đất NOTM: 18,6 ha, gồm - Nh"
BDS-MASTER-0401,Đông Trung - Đề xuất,google_my_maps_needs_open,2025-08-12,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,,,,batch_325.txt,[2025-08-12] Mr Mike1 -CEO 8/12/2025 8:24 AM Translate A mới ngồi ăn sáng cafe với anh Ngân GĐ Sở Xd xong. Nói hướng mới cho Dự án Đông Trung - Đề xuất: 1. Phần đất công làm NOXH 2. Phần đất thịt làm NOTM Ok Sếp. Team sẽ trao đổi lại với anh Tài để... by Huy M - IM
BDS-MASTER-0402,Đầu tư xây dựng đường Cao tốc TP,google_my_maps_needs_open,2024-12-10,https://www.google.com/maps/d/u/1/edit?mid=10gTnNN6aieu1u3Xx49gGnnp177W4zag&usp=sharing,,Hồ Chí Minh,,batch_578.txt; batch_620.txt; batch_621.txt; batch_625.txt,"[2024-12-10] Huy M - IM 12/10/2024 12:03 PM Translate Dự án Đầu tư xây dựng đường Cao tốc TP.Hồ Chí Minh – Thủ Dầu Một - Chơn Thành là trục cao tốc Bắc Nam của tỉnh Bình Dương, Bình Phước (trục xuyên tâm cắt qua đường Vành đai 4, Vành đai 3, dẫn đến đường Vành đai 2 TP.Hồ Chí Minh), nối tiếp tuyến cao tốc Gia Nghĩa - Chơn Thành (cao tốc Bắc Nam phía Tây) Dự án có ý nghĩa, vai trò rất quan trọng đối với sự phát triển kinh tế - xã hội gắn với củng cố an ninh - quốc phòng của vùng Tây nguyên và Đông Nam bộ; rút ngắn thời gian lưu thông, thúc đẩy các hoạt động thương mại, vận tải, thông thương mua bán trong khu vực; Bình Dương Dự kiến dự án sẽ khởi công quý I/2025 và hoàn thành năm 2027! Khi hoàn thành sẽ là trục kinh tế chính, cùng với QL13 + Mỹ Phước-Tân Vạn là trung tâm phát triển của Bình Dương. * Đoạn qua Bình Phước (thông qua 5/2024) - Dài 7 km - Vốn 1474 tỷ (1000 tỷ ngân sách T.W) - Đ"
BDS-MASTER-0205,đang vận hành có hệ số nén 0,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing,,,Thủ Đức,batch_250.txt,"[] Phòng trọ cao cấp - S: 20 - 25m2 căn có gác lửng 3,5 - 3,7 VNĐ/tháng. - S: 20 - 25m2 căn có gác lửng, ban công 4,0 - 4,2 - S: 30m2 căn có gác lửng, ban công, đề xuất làm căn góc tận dụng 2 mặt thoáng cửa sổ lấy sáng nhiều hơn 5 (giá cao hơn thì sẽ không cạnh tranh được với các tòa nhà trong khu vực Thạnh Mỹ Lợi) Bàn giao nội thất Bàn giao máy lạnh, kệ bếp, bàn , 2 ghế, tủ quần áo. (khách muốn có tủ lạnh thì thêm 200k/tháng) Chi phí vận hành: 25% Tổng doanh thu (bao gồm hoa hồng kinh doanh, chi phí bảo trì và quản lý vận hành). Công suất thuê phòng trong thời gian vận hành ổn định là 90% Giá trị bất động sản chuyển nhượng năm thứ 11, P.ĐT tạm ước tính đ/v giá trị quyền sử dụng đất bằng giá trị mua đất hiện tại nhân trượt giá mỗi năm 5%. Và giá trị công trình xây dựng chuyển nhượng bằng giá trị đầu tư hiện tại nhân 60%. 1/ Hẻm 86/1 Thạnh Mỹ Lợi, Cát Lái, Thủ Đức (Hẻm rộng khoảng 4m-5m) "
BDS-MASTER-0235,đã và đang thực hiện trên BCTC,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,"trụ sở: 2W Ung Văn Khiêm, P.25, Bình Thạnh, HCM Thị giá cổ phiếu ngày 12/05/2025: 16.300 đồng/cổ phiếu Số lượng cổ phiếu đang lưu hành: 870.849.983 cổ phiếu B. Các giả định trong bài tính Trong giá trị hàng tồn kho bao g",,,batch_418.txt,"[] Báo cáo anh Mr Mike1 -CEO, P.ĐT báo cáo tóm tắt định giá lại Công ty DXG: Áp dụng phương pháp định giá tài sản ròng bằng việc xác định lại giá trị của các dự án/quỹ đất của DXG được ghi nhận trên BCTC. P.ĐT thông tin thêm, việc trình bày thông tin các dự án đã và đang thực hiện trên BCTC, báo cáo thường niên, báo cáo bạch… DXG có phần hạn chế hơn so với DIG, HDC nên trong quá trình thực hiện định giá, P.ĐT luôn thận trọng khi định giá lại các dự án để làm cơ sở ước tính giá trị cổ phiếu DXG hợp lý nhất. A. Thông tin Công ty Tên công ty: Công ty Cổ phần Tập đoàn Đất Xanh Vị trí trụ sở: 2W Ung Văn Khiêm, P.25, Bình Thạnh, HCM Thị giá cổ phiếu ngày 12/05/2025: 16.300 đồng/cổ phiếu Số lượng cổ phiếu đang lưu hành: 870.849.983 cổ phiếu B. Các giả định trong bài tính Trong giá trị hàng tồn kho bao gồm bất động sản dở dang, bất động sản thành phẩm và hàng hóa. P.Đầu tư ưu tiên định giá lại B"
BDS-MASTER-0236,đầu tư,google_my_maps_needs_open,2025-10-31,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing,3 tài sản: https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing Vì cả 3 tài sản có vị trí gần nhau nên P.RD để xuất chung một mức giá thuê cho 3 tài sản như sau: Đề xuất giá thuê,,,batch_250.txt,"[2025-10-31] Thanh L - INVT 10/31/2025 9:41 AM Edited Translate Kính gửi Mr Mike1 -CEO, P.ĐT báo cáo đánh giá 3 tài sản thực hiện căn hộ dịch vụ với hiệu quả dự án đầu tư như sau: Vị trí 3 tài sản: https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing Vì cả 3 tài sản có vị trí gần nhau nên P.RD để xuất chung một mức giá thuê cho 3 tài sản như sau: Đề xuất giá thuê"
BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,google_my_maps_needs_open,2025-05-13,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,,,,batch_415.txt,"[] Phòng xin gửi kèm báo cáo có thể hiện ranh đất của 05 dự án đề xuất quan tâm theo file đính kèm. Trân Trọng. Message by Hanh T - INVT, has an attachment."
